created_at,description,product,amount
2025-10-01 15:54:23,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,20.0
2025-10-01 16:02:08,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,40.0
2025-10-01 16:16:33,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,44.13
2025-10-02 07:25:04,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,40.0
2025-10-02 07:27:13,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,32.0
2025-10-02 07:39:41,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,30.0
2025-10-02 08:53:18,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,1.2
2025-10-02 13:43:24,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,59.45
2025-10-02 14:26:15,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,4.91
2025-10-02 15:53:20,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,6.0
2025-10-03 11:13:45,SALE : RUN-QUARTZ 9000 SAE 5W40 500ML : RUNIVILLE,RUN-QUARTZ 9000 SAE 5W40 500ML,10.0
2025-10-03 13:32:38,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,11.4
2025-10-03 13:56:01,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,54.8
2025-10-03 14:03:11,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,12.0
2025-10-03 14:47:55,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,1.5
2025-10-03 14:54:11,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,4.91
2025-10-03 16:12:52,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,50.0
2025-10-03 16:44:43,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,5.0
2025-10-03 16:50:55,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,7.4
2025-10-03 17:07:56,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,10.0
2025-10-04 09:27:35,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,50.2
2025-10-04 17:06:15,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,9.81
2025-10-05 14:17:33,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,4.0
2025-10-05 14:54:29,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,38.1
2025-10-06 12:19:28,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,21.0
2025-10-06 14:07:44,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,2.5
2025-10-06 14:30:23,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,100.0
2025-10-07 06:26:43,SALE : SAM-MULTAGRI MS 15W40 5L : SAMORA,SAM-MULTAGRI MS 15W40 5L,25.0
2025-10-07 07:51:24,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,5.2
2025-10-07 08:04:34,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,5.0
2025-10-07 13:18:01,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,3.0
2025-10-07 15:25:26,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,41.2
2025-10-07 18:10:28,SALE : SEK-QUARTZ 9000 SAE 5W40 500ML : SEKE,SEK-QUARTZ 9000 SAE 5W40 500ML,10.0
2025-10-08 16:52:08,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,10.8
2025-10-08 18:36:31,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,16.8
2025-10-09 07:55:35,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,45.2
2025-10-09 09:26:53,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,43.7
2025-10-09 17:05:11,SALE : MUNCH & MOVE -TURNPIKE  - SALES : TURNPIKE M&M,MUNCH & MOVE -TURNPIKE  - SALES,53.2
2025-10-10 08:01:17,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,6.0
2025-10-10 12:24:27,SALE : RUN-RUBIA TIR 7400 SAE 15W40 5L : RUNIVILLE,RUN-RUBIA TIR 7400 SAE 15W40 5L,25.0
2025-10-10 15:13:36,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,70.0
2025-10-10 15:15:51,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,45.52
2025-10-10 16:47:07,SALE : MUNCH & MOVE -TURNPIKE  - SALES : TURNPIKE M&M,MUNCH & MOVE -TURNPIKE  - SALES,1.5
2025-10-10 17:07:45,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,21.8
2025-10-11 14:55:39,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,2.7
2025-10-12 10:45:42,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,5.0
2025-10-13 07:21:34,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,25.0
2025-10-13 09:05:15,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,46.6
2025-10-13 15:47:05,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,50.71
2025-10-14 07:45:51,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,3.6
2025-10-14 09:16:38,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,114.87
2025-10-14 10:10:39,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,74.08
2025-10-14 10:13:33,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,50.0
2025-10-14 10:15:00,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,40.0
2025-10-14 10:16:22,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,37.0
2025-10-14 10:24:22,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,55.0
2025-10-14 10:55:54,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,3.6
2025-10-14 11:51:32,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,16.0
2025-10-14 14:20:35,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,44.19
2025-10-14 14:23:56,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,26.4
2025-10-14 14:36:50,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,14.4
2025-10-14 16:55:31,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,33.4
2025-10-15 07:35:25,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,2.5
2025-10-15 09:44:00,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,100.0
2025-10-15 11:09:06,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,93.29
2025-10-15 11:33:09,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,60.0
2025-10-15 12:54:45,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,15.5
2025-10-15 17:11:20,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,2.0
2025-10-16 12:47:32,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,14.4
2025-10-16 12:49:13,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,12.0
2025-10-16 12:50:55,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,18.0
2025-10-16 14:25:24,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,230.0
2025-10-16 15:26:14,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,10.0
2025-10-16 15:55:02,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,10.0
2025-10-16 16:29:37,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,36.0
2025-10-17 09:03:57,SALE : RUN-RUBIA SX SAE40 500ML : RUNIVILLE,RUN-RUBIA SX SAE40 500ML,3.0
2025-10-17 14:31:56,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,9.9
2025-10-17 14:46:58,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,13.21
2025-10-18 15:14:58,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,28.9
2025-10-19 10:06:03,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,3.4
2025-10-21 08:10:26,SALE : AVONDALE M&M : AVONDALE M&M,AVONDALE M&M,12.9
2025-10-23 07:36:45,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,44.41
2025-10-23 11:43:39,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,14.63
2025-10-23 12:00:55,SALE : AVONDALE M&M : AVONDALE M&M,AVONDALE M&M,37.3
2025-10-23 15:14:31,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,14.4
2025-10-24 07:54:32,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,56.15
2025-10-24 14:20:41,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,10.0
2025-10-24 15:10:43,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,31.75
2025-10-25 08:24:52,SALE : AVONDALE M&M : AVONDALE M&M,AVONDALE M&M,4.5
2025-10-27 07:02:17,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,5.83
2025-10-27 12:34:46,SALE : RUN-QUARTZ 9000 SAE 5W40 5L : RUNIVILLE,RUN-QUARTZ 9000 SAE 5W40 5L,30.0
2025-10-27 12:42:28,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,2.5
2025-10-27 14:31:17,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,50.0
2025-10-28 09:23:58,SALE : AVONDALE M&M : AVONDALE M&M,AVONDALE M&M,21.7
2025-10-29 08:40:17,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,5.0
2025-10-29 09:02:02,SALE : RUN-QUARTZ 9000 SAE 5W40 500ML : RUNIVILLE,RUN-QUARTZ 9000 SAE 5W40 500ML,15.0
2025-10-29 10:06:21,SALE : CHI-RUBIA SX SAE40 500ML : CHINHOYI MAIN,CHI-RUBIA SX SAE40 500ML,6.0
2025-10-29 14:13:14,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,2.0
2025-10-29 17:08:39,SALE : AVONDALE M&M : AVONDALE M&M,AVONDALE M&M,50.0
2025-10-30 14:23:33,SALE : RUN-QUARTZ 9000 SAE 5W40 500ML : RUNIVILLE,RUN-QUARTZ 9000 SAE 5W40 500ML,5.0
2025-11-03 08:44:13,SALE : RUN-RUBIA SX SAE40 500ML : RUNIVILLE,RUN-RUBIA SX SAE40 500ML,3.0
2025-11-03 12:45:19,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,130.0
2025-11-03 13:25:24,SALE : AVONDALE M&M : AVONDALE M&M,AVONDALE M&M,36.1
2025-11-03 14:28:53,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,60.0
2025-11-03 14:30:05,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,60.0
2025-11-03 15:46:46,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,41.84
2025-11-03 16:43:36,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,40.0
2025-11-03 16:58:11,SALE : AVONDALE M&M : AVONDALE M&M,AVONDALE M&M,2.21
2025-11-04 07:06:05,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,30.0
2025-11-04 09:55:19,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,80.0
2025-11-04 11:19:11,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,50.0
2025-11-04 11:37:05,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,30.0
2025-11-04 11:39:15,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,50.0
2025-11-04 11:40:37,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,50.0
2025-11-04 11:42:36,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,50.0
2025-11-04 11:44:25,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,26.61
2025-11-04 11:46:36,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,60.0
2025-11-04 11:56:26,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,40.8
2025-11-04 17:40:59,SALE : AVONDALE M&M : AVONDALE M&M,AVONDALE M&M,7.0
2025-11-05 07:29:01,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,50.0
2025-11-05 11:42:31,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,9.0
2025-11-05 11:44:00,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,200.0
2025-11-05 11:49:53,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,50.0
2025-11-05 11:51:21,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,15.0
2025-11-05 12:43:09,SALE : AVONDALE M&M : AVONDALE M&M,AVONDALE M&M,39.65
2025-11-05 15:30:59,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,8.94
2025-11-05 15:34:11,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,30.0
2025-11-05 15:45:05,SALE : AVONDALE M&M : AVONDALE M&M,AVONDALE M&M,4.0
2025-11-05 16:56:48,SALE : AVONDALE M&M : AVONDALE M&M,AVONDALE M&M,2.5
2025-11-06 07:48:54,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,5.0
2025-11-06 20:28:33,SALE : GWE-FLUIDMATIC DIII MV 500ML : GWERU,GWE-FLUIDMATIC DIII MV 500ML,3.0
2025-11-07 08:37:18,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,10.8
2025-11-07 09:45:08,SALE : AVONDALE M&M : AVONDALE M&M,AVONDALE M&M,10.3
2025-11-07 10:16:06,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,40.0
2025-11-07 14:30:51,SALE : RUN-RUBIA SX SAE40 500ML : RUNIVILLE,RUN-RUBIA SX SAE40 500ML,3.0
2025-11-08 07:00:27,SALE : AVONDALE M&M : AVONDALE M&M,AVONDALE M&M,20.0
2025-11-08 12:17:57,SALE : AVONDALE M&M : AVONDALE M&M,AVONDALE M&M,28.7
2025-11-08 13:54:43,SALE : AVONDALE M&M : AVONDALE M&M,AVONDALE M&M,18.8
2025-11-09 11:02:26,SALE : AVONDALE M&M : AVONDALE M&M,AVONDALE M&M,9.31
2025-11-10 10:55:27,SALE : AVONDALE M&M : AVONDALE M&M,AVONDALE M&M,4.91
2025-11-10 11:19:23,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,100.0
2025-11-10 14:21:16,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,50.0
2025-11-10 15:54:17,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,1.5
2025-11-10 16:11:49,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,38.1
2025-11-11 16:17:12,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,43.02
2025-11-11 16:18:38,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,5.0
2025-11-12 08:08:36,SALE : AVONDALE M&M : AVONDALE M&M,AVONDALE M&M,20.5
2025-11-12 08:12:00,SALE : AVONDALE M&M : AVONDALE M&M,AVONDALE M&M,5.0
2025-11-12 08:14:34,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,5.0
2025-11-12 08:59:40,SALE : AVONDALE M&M : AVONDALE M&M,AVONDALE M&M,66.66
2025-11-12 10:32:53,SALE : AVONDALE M&M : AVONDALE M&M,AVONDALE M&M,4.91
2025-11-12 13:34:09,SALE : AVONDALE M&M : AVONDALE M&M,AVONDALE M&M,6.1
2025-11-13 07:44:18,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,5.0
2025-11-13 09:21:28,SALE : AVONDALE M&M : AVONDALE M&M,AVONDALE M&M,3.0
2025-11-13 10:25:55,SALE : RUN-RUBIA SX SAE40 500ML : RUNIVILLE,RUN-RUBIA SX SAE40 500ML,3.0
