sale_date,site_id,site_name,product,total_litres,total_amount
2023-11-30,FORT STREET,FORT STREET,FORT USD DIESEL,189.02,309.96
2025-03-19,FIFE STREET,FIFE STREET,FIFE USD PETROL,57.53,83.22
2023-11-14,FIFE STREET,FIFE STREET,FIFE USD DIESEL,108.98,180.36
2023-06-25,FIFE STREET,FIFE STREET,FIFE USD DIESEL,429.11,677.82
2025-11-27,MARONDERA,MARONDERA,MARONDERA USD DIESEL,190.47,285.0
2024-08-06,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,6.67,9.0
2025-06-14,CRIPPS,CRIPPS,CRIPPS PETROL USD,113.52,164.98
2024-12-21,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,76.0,114.0
2025-08-10,FIFE STREET,FIFE STREET,FIFE USD PETROL,264.56,396.0
2025-12-02,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,306.49,471.24
2024-06-11,MARONDERA,MARONDERA,MARONDERA USD DIESEL,56.94,80.64
2025-06-12,BANKET,BANKET,BANKET USD PETROL,53.01,78.97
2023-05-23,SUNWAY CITY,SUNWAY CITY,SUNWAY USD PETROL,51.95,78.54
2023-03-11,SUNWAY CITY,SUNWAY CITY,SUNWAY USD PETROL,72.31,1149729.0
2024-09-06,SEKE,SEKE,SEKE USD PETROL,44.52,64.24
2024-01-16,FIFE STREET,FIFE STREET,FIFE USD PETROL,295.91,457.25
2025-11-17,R MUGABE,R MUGABE,R MUGABE USD DIESEL,73.37,112.42
2023-12-27,AVONDALE,AVONDALE,AVONDALE USD PETROL,107.74,165.85
2025-09-18,KADOMA,KADOMA,KADOMA USD PETROL,27.33,40.5
2024-06-09,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,61.64,89.06
2025-10-24,SUNWAY CITY,SUNWAY CITY,SUNWAY USD PETROL,432.23,656.64
2024-10-16,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,5.41,7.4
2025-07-30,ROADPORT,ROADPORT,ROADPORT USD DIESEL,46.06,69.92
2024-11-19,FORT STREET,FORT STREET,FORT USD PETROL,21.91,30.66
2024-08-30,MARONDERA,MARONDERA,MARONDERA USD PETROL,154.93,218.68
2024-08-20,KIRKMAN,KIRKMAN,KIRKMAN USD PETROL,71.5,105.08
2025-08-13,FIFE STREET,FIFE STREET,FIFE USD PETROL,412.05,616.5
2024-04-17,MUTARE GREEN MARKET,MUTARE GREEN MARKET,MUTARE GREENMARKET USD DIESEL,63.29,99.54
2023-03-14,SUNWAY CITY,SUNWAY CITY,SUNWAY USD PETROL,88.05,1399995.0
2024-08-08,KHAMI,KHAMI,KHAMI USD PETROL,17.12,24.82
2024-01-29,MUTARE SECOND STREET,MUTARE SECOND STREET,MUTARE SECOND USD DIESEL,53.61,83.74
2022-12-17,AVONDALE,AVONDALE,AVONDALE USD PETROL,385.89,5788350.0
2024-11-08,MPOPOMA,MPOPOMA,PETROL,13.69,123385.86
2024-05-23,SEKE,SEKE,SEKE USD PETROL,33.78,48.84
2024-03-15,CHARTER,CHARTER,PETROL,36.9,56.16
2024-07-12,RUNIVILLE,RUNIVILLE,RUNIVILLE USD DIESEL,109.33,163.5
2024-11-18,KADOMA,KADOMA,KADOMA USD PETROL,37.94,53.65
2025-01-11,MARONDERA,MARONDERA,MARONDERA USD DIESEL,200.6,288.0
2024-07-04,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,13.52,19.24
2023-08-01,R MUGABE,R MUGABE,R MUGABE USD DIESEL,86.7,135.88
2024-07-06,MARONDERA,MARONDERA,MARONDERA USD PETROL,310.27,452.6
2024-05-25,MARONDERA,MARONDERA,MARONDERA USD DIESEL,136.99,198.56
2023-04-01,ROADPORT,ROADPORT,ROAPORT USD PETROL,104.52,161.2
2025-08-05,MARONDERA,MARONDERA,MARONDERA USD DIESEL,143.83,208.78
2024-10-03,FIFE STREET,FIFE STREET,FIFE USD PETROL,126.71,183.96
2024-07-14,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,100.0,148.0
2023-11-30,MARONDERA,MARONDERA,MARONDERA USD PETROL,20.13,28.8
2025-06-19,MARONDERA,MARONDERA,MARONDERA USD PETROL,196.52,292.04
2025-10-19,R MUGABE,R MUGABE,R MUGABE USD DIESEL,70.0,105.0
2024-06-18,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,3.42,4.38
2023-12-06,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,110.42,179.3
2024-08-03,MARONDERA,MARONDERA,MARONDERA USD PETROL,114.47,164.16
2024-12-04,TROUTBECK,TROUTBECK,TROUTBECK USD DIESEL,41.33,61.5
2023-09-02,FORT STREET,FORT STREET,FORT USD DIESEL,25.15,40.75
2023-12-08,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,45.16,69.75
2023-11-29,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,12.26,19.56
2023-07-14,RUNIVILLE,RUNIVILLE,PETROL,195.0,1791853.05
2025-06-30,KADOMA,KADOMA,PETROL,12.41,111174.48
2025-04-29,FORT STREET,FORT STREET,FORT USD DIESEL,181.11,258.83
2025-04-11,KADOMA,KADOMA,PETROL,10.34,92645.4
2025-10-14,R MUGABE,R MUGABE,R MUGABE USD DIESEL,20.0,30.0
2024-12-21,MARONDERA,MARONDERA,MARONDERA USD PETROL,200.0,296.0
2024-10-02,R MUGABE,R MUGABE,R MUGABE USD PETROL,163.01,237.98
2024-07-06,SUNWAY CITY,SUNWAY CITY,SUNWAY USD UNLEADED PETROL,220.13,349.8
2025-09-26,R MUGABE,R MUGABE,R MUGABE USD DIESEL,71.33,106.5
2023-08-28,AVONDALE,AVONDALE,AVONDALE USD PETROL,31.05,49.91
2024-06-21,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,6.71,8.94
2025-05-24,KADOMA,KADOMA,KADOMA USD PETROL,5.52,7.25
2023-09-20,ROADPORT,ROADPORT,ROAPORT USD PETROL,100.0,158.0
2023-05-05,AVONDALE,AVONDALE,AVONDALE USD PETROL,46.58,74.06
2024-12-21,MUTARE SECOND STREET,MUTARE SECOND STREET,MUTARE SECOND USD PETROL,13.88,18.72
2024-12-24,MARONDERA,MARONDERA,MARONDERA USD PETROL,415.83,614.2
2025-09-08,FORT STREET,FORT STREET,FORT USD PETROL,6.66,9.0
2024-05-07,ROADPORT,ROADPORT,ROAPORT USD PETROL,80.13,124.8
2024-04-23,FORT STREET,FORT STREET,FORT USD PETROL,3.18,4.71
2024-01-25,BANKET,BANKET,BANKET USD PETROL,13.33,19.5
2023-08-12,FIFE STREET,FIFE STREET,FIFE USD PETROL,211.2,333.38
2025-05-27,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,68.02,99.96
2025-04-17,FIFE STREET,FIFE STREET,FIFE USD PETROL,248.54,367.04
2024-09-03,BANKET,BANKET,BANKET USD PETROL,55.4,81.4
2024-08-30,KHAMI,KHAMI,KHAMI USD PETROL,25.69,36.25
2025-08-15,FORT STREET,FORT STREET,FORT USD PETROL,94.8,141.0
2023-12-09,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,123.37,189.42
2024-01-05,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,7.79,10.78
2025-10-13,MARONDERA,MARONDERA,MARONDERA USD DIESEL,120.71,176.4
2023-03-27,FIFE STREET,FIFE STREET,FIFE USD PETROL,229.65,3697365.0
2024-10-22,KHAMI,KHAMI,KHAMI USD DIESEL,33.78,48.84
2023-05-04,ROADPORT,ROADPORT,ROAPORT USD PETROL,131.54,203.05
2024-02-29,BANKET,BANKET,BANKET USD PETROL,3.95,4.56
2025-08-23,R MUGABE,R MUGABE,R MUGABE USD DIESEL,301.33,451.5
2024-09-28,TROUTBECK,TROUTBECK,TROUTBECK USD PETROL,24.0,35.76
2023-04-27,FORT STREET,FORT STREET,FORT USD DIESEL,73.61,118.99
2025-07-10,KADOMA,KADOMA,KADOMA USD PETROL,3.02,4.44
2024-05-18,FIFE STREET,FIFE STREET,FIFE USD PETROL,174.66,261.0
2025-08-14,CRIPPS,CRIPPS,CRIPPS PETROL USD,77.7,113.96
2024-10-24,FORT STREET,FORT STREET,FORT USD PETROL,194.65,283.24
2024-05-26,CHARTER,CHARTER,CHARTER USD PETROL,3.35,4.47
2024-07-01,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,26.84,38.74
2024-11-22,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,40.93,59.6
2024-01-02,MARONDERA,MARONDERA,MARONDERA USD PETROL,104.23,149.76
2023-12-13,AVONDALE,AVONDALE,AVONDALE USD PETROL,38.7,58.9
2024-08-22,GWERU,GWERU,GWERU USD PETROL,33.33,49.5
2024-12-27,KADOMA,KADOMA,KADOMA USD PETROL,4.73,5.92
2025-11-14,R MUGABE,R MUGABE,R MUGABE USD DIESEL,51.94,78.54
2024-04-04,ROADPORT,ROADPORT,ROAPORT USD PETROL,12.82,18.72
2024-09-30,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,38.92,56.62
2023-12-19,MARONDERA,MARONDERA,MARONDERA USD PETROL,307.87,442.08
2024-06-16,MSASA,MSASA,MSASA USD PETROL,175.67,259.0
2024-07-14,SUNWAY CITY,SUNWAY CITY,SUNWAY USD DIESEL,274.0,411.0
2024-05-11,RUNIVILLE,RUNIVILLE,RUNIVILLE USD DIESEL,30.0,48.9
2025-09-06,KADOMA,KADOMA,DIESEL,54.05,504961.56
2024-04-20,KIRKMAN,KIRKMAN,KIRKMAN USD PETROL,6.49,9.24
2024-01-09,MUTARE SECOND STREET,MUTARE SECOND STREET,MUTARE SECOND USD PETROL,83.68,119.52
2023-12-14,CRIPPS,CRIPPS,CRIPPS PETROL USD,10.13,14.8
2025-06-09,KADOMA,KADOMA,KADOMA USD PETROL,35.86,50.75
2023-09-08,RUNIVILLE,RUNIVILLE,RUNIVILLE USD DIESEL,539.63,883.96
2025-03-02,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,27.39,39.42
2023-12-23,FIFE STREET,FIFE STREET,FIFE USD PETROL,263.07,407.65
2023-03-19,AVONDALE,AVONDALE,AVONDALE USD PETROL,228.7,3704940.0
2025-01-17,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,13.51,19.24
2025-05-09,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,76.33,114.0
2025-06-29,MARONDERA,MARONDERA,MARONDERA USD DIESEL,684.93,998.64
2023-12-06,MSASA,MSASA,MSASA USD PETROL,144.82,208.8
2024-05-23,MARONDERA,MARONDERA,MARONDERA USD PETROL,27.03,39.96
2024-06-21,MARONDERA,MARONDERA,MARONDERA USD PETROL,234.75,341.64
2025-08-11,ROADPORT,ROADPORT,ROADPORT USD DIESEL,6.58,9.12
2024-03-16,RUNIVILLE,RUNIVILLE,RUNIVILLE USD DIESEL,36.36,59.4
2024-01-20,FORT STREET,FORT STREET,FORT USD PETROL,63.22,97.65
2024-09-17,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,93.96,138.57
2023-09-04,FIFE STREET,FIFE STREET,FIFE USD PETROL,217.72,342.86
2025-06-04,CRIPPS,CRIPPS,CRIPPS PETROL USD,84.93,122.64
2024-07-30,FIFE STREET,FIFE STREET,FIFE USD PETROL,277.02,409.96
2025-01-01,MARONDERA,MARONDERA,MARONDERA USD PETROL,271.91,401.08
2024-09-05,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,27.77,38.88
2023-05-15,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,108.97,168.48
2024-07-18,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,200.0,300.0
2023-12-19,MUTARE GREEN MARKET,MUTARE GREEN MARKET,MUTARE GREENMARKET USD PETROL,34.72,48.96
2024-09-07,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,33.78,48.84
2024-10-02,FIFE STREET,FIFE STREET,FIFE USD PETROL,132.87,192.72
2024-12-03,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,188.35,274.48
2025-04-29,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,60.13,88.8
2022-12-02,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,409.42,6305068.0
2023-05-30,SAMORA,SAMORA,SAMORA USD PETROL,56.33,85.68
2024-06-27,BANKET,BANKET,BANKET USD DIESEL,62.5,94.24
2024-06-23,FIFE STREET,FIFE STREET,FIFE USD PETROL,79.72,116.92
2024-05-02,MPOPOMA,MPOPOMA,MPOPOMA USD DIESEL,42.2,64.68
2025-08-30,R MUGABE,R MUGABE,R MUGABE USD DIESEL,30.0,45.0
2025-02-12,KADOMA,KADOMA,KADOMA USD PETROL,13.89,18.72
2023-03-27,SAMORA,SAMORA,SAMORA USD PETROL,25.47,399879.0
2024-05-19,TROUTBECK,TROUTBECK,TROUTBECK USD DIESEL,26.75,40.82
2024-05-16,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,51.89,80.58
2024-12-08,R MUGABE,R MUGABE,R MUGABE USD DIESEL,20.27,29.6
2024-06-05,CHARTER,CHARTER,CHARTER USD UNLEADED PETROL,37.72,58.46
2025-11-22,R MUGABE,R MUGABE,R MUGABE USD PETROL,14.28,21.56
2024-12-06,FORT STREET,FORT STREET,FORT USD PETROL,34.24,49.64
2024-05-06,AVONDALE,AVONDALE,AVONDALE USD PETROL,98.1,162.68
2025-07-14,ROADPORT,ROADPORT,ROAPORT USD PETROL,74.67,111.0
2025-01-06,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,86.66,129.0
2024-09-05,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,135.13,199.8
2024-02-10,MUTARE SECOND STREET,MUTARE SECOND STREET,MUTARE SECOND USD PETROL,52.08,74.88
2024-06-23,MSASA,MSASA,MSASA BULK DIESEL,1209.43,1753.05
2023-12-27,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,98.16,159.74
2025-10-05,MARONDERA,MARONDERA,MARONDERA USD DIESEL,472.85,693.84
2024-11-30,MARONDERA,MARONDERA,MARONDERA USD DIESEL,205.67,289.05
2024-06-02,CRIPPS,CRIPPS,CRIPPS PETROL USD,17.0,25.33
2024-12-10,FORT STREET,FORT STREET,FORT USD PETROL,239.72,348.94
2024-05-29,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,16.89,23.68
2023-07-22,FORT STREET,FORT STREET,FORT USD PETROL,68.34,104.04
2025-07-06,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,192.1,291.84
2025-05-08,CRIPPS,CRIPPS,CRIPPS PETROL USD,67.12,97.82
2023-06-13,ROADPORT,ROADPORT,ROAPORT USD PETROL,70.97,108.5
2024-11-17,GWERU,GWERU,GWERU BULK DIESEL USD,338.62,490.1
2024-04-03,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,13.07,19.89
2024-08-02,MSASA,MSASA,MSASA USD DIESEL,276.66,414.0
2023-07-02,AVONDALE,AVONDALE,AVONDALE USD PETROL,150.96,232.5
2025-08-27,FORT STREET,FORT STREET,FORT USD DIESEL,335.37,492.45
2024-11-17,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,32.88,47.68
2024-11-14,KHAMI,KHAMI,KHAMI USD DIESEL,141.88,208.68
2024-12-26,SEKE,SEKE,SEKE USD PETROL,83.1,122.84
2024-06-29,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,13.33,19.5
2024-05-23,MSASA,MSASA,MSASA USD PETROL,161.58,243.11
2024-06-10,GWERU,GWERU,GWERU USD DIESEL,13.33,19.5
2024-09-29,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,370.37,547.6
2024-05-30,TROUTBECK,TROUTBECK,TROUTBECK USD PETROL,19.6,29.07
2025-07-10,FIFE STREET,FIFE STREET,FIFE USD PETROL,278.65,414.22
2025-03-19,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,63.32,93.0
2024-03-03,FORT STREET,FORT STREET,FORT USD DIESEL,63.3,99.54
2023-11-23,RUNIVILLE,RUNIVILLE,RUNIVILLE USD DIESEL,195.21,329.55
2023-03-29,ROADPORT,ROADPORT,ROAPORT USD PETROL,10.19,15.7
2025-07-30,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,69.33,103.5
2025-04-09,FORT STREET,FORT STREET,FORT USD PETROL,30.13,43.8
2025-10-27,ROADPORT,ROADPORT,ROAPORT USD PETROL,42.2,64.68
2024-07-13,MARONDERA,MARONDERA,MARONDERA USD PETROL,78.78,113.88
2023-03-09,SUNWAY CITY,SUNWAY CITY,SUNWAY USD DIESEL,670.65,11199855.0
2024-06-07,SAMORA,SAMORA,SAMORA USD PETROL,106.67,159.0
2024-03-31,SEKE,SEKE,SEKE USD DIESEL,30.0,44.7
2025-05-21,MPOPOMA,MPOPOMA,MPOPOMA BULK DIESEL USD,11.03,15.62
2024-01-26,R MUGABE,R MUGABE,R MUGABE USD PETROL,105.81,162.75
2025-03-08,SEKE,SEKE,SEKE USD PETROL,39.45,57.33
2024-10-11,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,27.4,39.42
2023-11-06,AVONDALE,AVONDALE,AVONDALE USD DIESEL,22.47,39.16
2025-08-27,R MUGABE,R MUGABE,R MUGABE USD PETROL,42.76,63.84
2025-08-10,FORT STREET,FORT STREET,FORT USD DIESEL,214.79,314.58
2024-05-19,SEKE,SEKE,SEKE USD PETROL,94.59,139.12
2025-05-01,FORT STREET,FORT STREET,FORT STR BULK DIESEL USD,422.53,599.24
2024-06-13,MARONDERA,MARONDERA,MARONDERA USD PETROL,13.7,18.98
2023-04-24,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,40.5,63.2
2024-11-19,TROUTBECK,TROUTBECK,TROUTBECK USD PETROL,20.13,29.8
2023-03-24,AVONDALE,AVONDALE,AVONDALE USD PETROL,98.77,1600074.0
2023-05-28,R MUGABE,R MUGABE,R MUGABE USD PETROL,25.8,38.75
2025-11-10,MARONDERA,MARONDERA,MARONDERA USD PETROL,770.26,1155.0
2025-03-29,FORT STREET,FORT STREET,FORT USD PETROL,250.68,365.0
2025-01-20,FIFE STREET,FIFE STREET,FIFE USD PETROL,27.02,39.96
2024-07-16,SEKE,SEKE,SEKE USD PETROL,123.28,179.58
2025-06-12,BANKET,BANKET,BANKET USD DIESEL,40.54,59.2
2023-12-31,MUTARE SECOND STREET,MUTARE SECOND STREET,MUTARE SECOND USD PETROL,297.38,427.68
2025-07-31,R MUGABE,R MUGABE,R MUGABE USD DIESEL,56.67,83.44
2025-11-26,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,6.49,9.24
2025-02-07,R MUGABE,R MUGABE,R MUGABE USD PETROL,27.4,38.88
2023-11-25,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,33.76,50.82
2023-09-18,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,159.74,252.81
2024-11-20,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,95.22,139.65
2025-10-31,ROADPORT,ROADPORT,ROAPORT USD PETROL,244.15,375.76
2024-04-20,BANKET,BANKET,BANKET USD PETROL,19.1,29.83
2023-12-19,MUTARE SECOND STREET,MUTARE SECOND STREET,MUTARE SECOND USD DIESEL,75.95,118.5
2023-08-02,MSASA,MSASA,MSASA USD PETROL,413.46,623.63
2025-04-21,ROADPORT,ROADPORT,ROAPORT USD PETROL,15.54,22.2
2024-04-25,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,40.0,62.0
2025-11-08,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,58.72,88.16
2025-06-15,KADOMA,KADOMA,PETROL,27.58,250142.58
2023-07-15,R MUGABE,R MUGABE,R MUGABE USD PETROL,81.69,123.93
2023-12-21,FORT STREET,FORT STREET,FORT USD DIESEL,290.38,475.6
2024-07-22,SUNWAY CITY,SUNWAY CITY,SUNWAY USD UNLEADED PETROL,109.43,173.31
2025-03-27,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,13.51,19.24
2024-07-30,SUNWAY CITY,SUNWAY CITY,SUNWAY USD DIESEL,126.67,189.0
2024-08-20,MPOPOMA,MPOPOMA,MPOPOMA USD DIESEL,33.78,48.84
2025-08-20,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,117.1,177.84
2024-11-02,KHAMI,KHAMI,KHAMI USD PETROL,9.58,13.14
2023-08-31,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,203.82,318.71
2025-11-25,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,197.36,299.44
2024-07-10,SEKE,SEKE,SEKE USD PETROL,60.95,87.6
2023-06-09,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,189.11,292.95
2025-04-09,R MUGABE,R MUGABE,R MUGABE USD DIESEL,41.09,59.86
2025-04-17,CRIPPS,CRIPPS,CRIPPS DIESEL USD,236.98,344.56
2024-04-20,FORT STREET,FORT STREET,FORT USD PETROL,19.75,29.83
2025-11-14,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,54.54,83.16
2025-10-27,GWERU,GWERU,GWERU USD PETROL,23.17,34.73
2025-07-30,ROADPORT,ROADPORT,ROAPORT USD PETROL,96.74,146.88
2024-03-08,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,52.94,79.56
2023-06-30,AVONDALE,AVONDALE,AVONDALE USD PETROL,214.19,331.7
2024-08-01,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,40.0,60.0
2024-11-01,KHAMI,KHAMI,KHAMI USD PETROL,39.04,56.94
2025-04-01,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,13.6,19.11
2023-12-23,FIFE STREET,FIFE STREET,FIFE USD DIESEL,311.58,510.04
2024-04-02,TROUTBECK,TROUTBECK,TROUTBECK USD PETROL,26.31,39.52
2025-05-27,KADOMA,KADOMA,KADOMA USD PETROL,20.0,29.0
2024-05-08,RUNIVILLE,RUNIVILLE,RUNIVILLE USD DIESEL,49.07,79.87
2023-11-09,MSASA,MSASA,MSASA USD PETROL,51.95,78.54
2024-02-01,FORT STREET,FORT STREET,FORT USD PETROL,32.25,49.6
2024-05-20,FIFE STREET,FIFE STREET,FIFE USD PETROL,88.64,130.24
2024-02-28,SEKE,SEKE,SEKE USD DIESEL,80.23,119.2
2024-05-15,FORT STREET,FORT STREET,FORT USD DIESEL,486.16,748.44
2023-06-30,MSASA,MSASA,MSASA USD PETROL,32.47,49.28
2024-08-04,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,202.7,298.96
2024-07-20,BANKET,BANKET,BANKET USD PETROL,70.0,105.0
2025-03-25,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,33.78,48.84
2024-10-08,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,24.0,35.04
2025-08-31,CRIPPS,CRIPPS,CRIPPS PETROL USD,105.4,155.4
2024-11-28,FORT STREET,FORT STREET,FORT USD PETROL,136.36,198.56
2024-11-16,SEKE,SEKE,SEKE USD PETROL,304.05,449.92
2025-08-01,R MUGABE,R MUGABE,R MUGABE USD DIESEL,43.62,64.07
2025-04-12,FIFE STREET,FIFE STREET,FIFE USD PETROL,296.35,438.08
2024-02-28,MUTARE SECOND STREET,MUTARE SECOND STREET,MUTARE SECOND USD DIESEL,83.37,131.14
2024-02-05,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,10.06,14.9
2023-12-21,FIFE STREET,FIFE STREET,FIFE USD PETROL,51.61,79.05
2024-05-21,SUNWAY CITY,SUNWAY CITY,SUNWAY USD UNLEADED PETROL,55.06,86.9
2024-02-01,SAMORA,SAMORA,SAMORA USD PETROL,56.38,83.44
2024-08-28,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,58.12,85.84
2023-12-16,MSASA,MSASA,MSASA USD PETROL,280.69,406.0
2025-01-31,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,10.0,15.0
2025-04-19,MPOPOMA,MPOPOMA,PETROL,62.83,588455.64
2024-11-29,GWERU,GWERU,GWERU USD DIESEL,108.1,159.84
2025-10-12,MARONDERA,MARONDERA,MARONDERA USD DIESEL,13.17,19.11
2025-07-21,KADOMA,KADOMA,KADOMA USD DIESEL,20.27,29.6
2024-12-25,R MUGABE,R MUGABE,R MUGABE USD PETROL,248.49,372.0
2024-11-16,KHAMI,KHAMI,KHAMI USD DIESEL,2.7,2.96
2025-09-28,FORT STREET,FORT STREET,FORT USD PETROL,242.0,363.0
2023-09-11,FIFE STREET,FIFE STREET,FIFE USD PETROL,33.54,52.14
2023-04-11,R MUGABE,R MUGABE,R MUGABE USD PETROL,63.29,98.91
2024-10-03,TROUTBECK,TROUTBECK,TROUTBECK USD DIESEL,82.23,124.64
2024-08-10,FIFE STREET,FIFE STREET,FIFE USD PETROL,428.42,633.44
2024-10-23,TROUTBECK,TROUTBECK,TROUTBECK USD DIESEL,73.33,109.5
2024-07-14,FORT STREET,FORT STREET,FORT USD DIESEL,540.0,810.0
2024-08-21,FIFE STREET,FIFE STREET,FIFE USD PETROL,257.93,372.65
2025-07-04,KADOMA,KADOMA,KADOMA USD PETROL,32.75,47.04
2023-05-31,FIFE STREET,FIFE STREET,FIFE USD PETROL,122.58,189.1
2024-10-26,SEKE,SEKE,SEKE USD PETROL,81.08,119.88
2023-07-25,ROADPORT,ROADPORT,ROAPORT USD PETROL,85.03,128.35
2023-06-04,R MUGABE,R MUGABE,R MUGABE USD PETROL,54.83,83.7
2025-05-02,FORT STREET,FORT STREET,FORT USD PETROL,45.94,66.6
2025-10-29,R MUGABE,R MUGABE,R MUGABE USD DIESEL,36.65,54.0
2025-10-14,MSASA,MSASA,MSASA USD PETROL,247.74,382.85
2023-05-11,FIFE STREET,FIFE STREET,FIFE USD PETROL,65.16,100.75
2025-07-25,R MUGABE,R MUGABE,R MUGABE USD PETROL,46.35,69.46
2023-07-19,ROADPORT,ROADPORT,ROAPORT USD PETROL,66.22,99.66
2025-10-11,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,26.49,39.0
2024-06-05,CRIPPS,CRIPPS,CRIPPS PETROL USD,6.71,8.94
2024-08-02,MPOPOMA,MPOPOMA,PETROL,34.25,322701.48
2024-07-29,AVONDALE,AVONDALE,PETROL,61.33,560528.39
2025-05-04,R MUGABE,R MUGABE,R MUGABE USD DIESEL,322.85,460.46
2025-02-11,KHAMI,KHAMI,KHAMI USD PETROL,216.66,311.04
2025-10-26,R MUGABE,R MUGABE,R MUGABE USD DIESEL,40.0,60.0
2023-09-18,MSASA,MSASA,MSASA USD PETROL,180.88,286.2
2023-01-04,AVONDALE,AVONDALE,AVONDALE USD PETROL,363.19,5447850.0
2025-08-01,FORT STREET,FORT STREET,FORT USD DIESEL,263.26,386.61
2023-09-17,FIFE STREET,FIFE STREET,FIFE USD PETROL,467.11,737.86
2024-07-02,BANKET,BANKET,BANKET USD PETROL,73.33,109.5
2023-06-18,R MUGABE,R MUGABE,R MUGABE USD PETROL,16.32,24.48
2025-10-11,SUNWAY CITY,SUNWAY CITY,SUNWAY USD DIESEL,189.44,283.5
