sale_date,site_id,site_name,product,total_litres,total_amount
2025-02-18,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,13.88,18.72
2024-06-21,MSASA,MSASA,MSASA USD PETROL,429.05,634.92
2025-02-13,FORT STREET,FORT STREET,FORT USD PETROL,35.76,50.4
2024-04-10,CRIPPS,CRIPPS,CRIPPS PETROL USD,40.65,62.0
2025-08-06,ROADPORT,ROADPORT,ROAPORT USD PETROL,155.85,238.7
2023-03-23,AVONDALE,AVONDALE,AVONDALE USD PETROL,383.0,6204600.0
2024-06-23,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,27.02,39.96
2023-07-11,RUNIVILLE,RUNIVILLE,PETROL,38.71,349181.62
2024-07-01,KIRKMAN,KIRKMAN,KIRKMAN USD PETROL,76.97,115.52
2025-10-09,MARONDERA,MARONDERA,MARONDERA USD DIESEL,440.0,646.8
2024-05-21,FORT STREET,FORT STREET,FORT USD DIESEL,684.77,1032.84
2025-07-12,MPOPOMA,MPOPOMA,MPOPOMA USD DIESEL,183.83,267.18
2024-10-08,MPOPOMA,MPOPOMA,PETROL,143.83,1357244.46
2024-10-10,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,30.2,44.7
2025-04-19,R MUGABE,R MUGABE,R MUGABE USD DIESEL,98.61,140.14
2025-05-10,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,219.33,328.5
2024-12-20,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,80.53,119.2
2024-07-20,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,20.27,29.6
2024-04-03,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,61.94,94.55
2024-01-20,KHAMI,KHAMI,KHAMI USD PETROL,6.45,9.3
2023-12-31,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,6.71,8.94
2024-04-14,MARONDERA,MARONDERA,MARONDERA USD DIESEL,50.33,76.5
2024-07-21,MARONDERA,MARONDERA,MARONDERA USD DIESEL,93.75,133.92
2024-02-13,SAMORA,SAMORA,SAMORA USD DIESEL,72.43,115.2
2024-08-30,SEKE,SEKE,SEKE USD PETROL,6.84,8.76
2023-12-22,CRIPPS,CRIPPS,CRIPPS DIESEL USD,56.25,89.6
2025-02-12,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,88.19,126.72
2024-07-12,MARONDERA,MARONDERA,MARONDERA USD PETROL,36.31,52.56
2024-06-22,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,17.55,25.16
2024-11-19,KHAMI,KHAMI,KHAMI USD PETROL,6.84,8.76
2024-09-29,MARONDERA,MARONDERA,MARONDERA USD PETROL,17.73,23.97
2024-05-10,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,38.21,59.66
2024-09-06,BANKET,BANKET,BANKET USD PETROL,147.29,217.56
2023-03-16,MSASA,MSASA,MSASA USD PETROL,18.86,299874.0
2023-03-10,MSASA,MSASA,PETROL,75.92,1104878944.0
2024-06-15,KIRKMAN,KIRKMAN,KIRKMAN USD PETROL,20.92,30.4
2025-05-18,ROADPORT,ROADPORT,ROAPORT USD PETROL,16.66,24.0
2024-09-07,FORT STREET,FORT STREET,FORT USD PETROL,135.41,194.4
2024-02-07,R MUGABE,R MUGABE,R MUGABE USD PETROL,178.38,275.9
2025-05-15,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,865.99,1288.85
2025-06-02,MARONDERA,MARONDERA,MARONDERA USD PETROL,391.11,563.04
2024-06-06,AVONDALE,AVONDALE,AVONDALE USD PETROL,190.14,292.6
2025-08-12,FORT STREET,FORT STREET,FORT USD PETROL,120.66,180.0
2024-07-12,TROUTBECK,TROUTBECK,TROUTBECK USD PETROL,49.67,74.97
2023-08-09,ROADPORT,ROADPORT,ROAPORT USD PETROL,256.49,401.92
2025-10-24,R MUGABE,R MUGABE,R MUGABE USD DIESEL,13.33,19.5
2023-08-06,MSASA,MSASA,MSASA USD PETROL,281.52,441.17
2024-06-17,FORT STREET,FORT STREET,FORT USD PETROL,146.62,216.08
2023-04-23,ROADPORT,ROADPORT,ROAPORT USD PETROL,32.26,49.6
2025-09-25,ROADPORT,ROADPORT,ROAPORT USD PETROL,70.72,107.8
2025-03-01,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,152.19,221.92
2023-11-28,FIFE STREET,FIFE STREET,FIFE USD PETROL,103.22,159.65
2023-05-05,R MUGABE,R MUGABE,R MUGABE USD PETROL,15.92,23.25
2025-07-31,ROADPORT,ROADPORT,ROAPORT USD PETROL,103.27,157.59
2024-12-16,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,59.46,87.32
2025-10-27,FORT STREET,FORT STREET,FORT USD PETROL,379.72,576.08
2024-11-28,MARONDERA,MARONDERA,MARONDERA USD DIESEL,1000.0,1410.0
2025-08-28,R MUGABE,R MUGABE,R MUGABE USD PETROL,117.03,177.84
2024-07-28,SEKE,SEKE,SEKE USD PETROL,34.24,49.64
2024-04-13,FORT STREET,FORT STREET,FORT USD DIESEL,64.94,98.56
2025-09-01,KADOMA,KADOMA,KADOMA USD DIESEL,43.92,63.64
2025-07-07,KADOMA,KADOMA,KADOMA USD PETROL,59.87,86.73
2024-10-23,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,6.76,8.88
2023-03-28,AVONDALE,AVONDALE,AVONDALE USD DIESEL,59.88,98.53
2025-04-05,CHARTER,CHARTER,CHARTER USD PETROL,27.4,39.42
2024-06-01,SUNWAY CITY,SUNWAY CITY,SUNWAY USD DIESEL,106.0,159.0
2025-11-24,R MUGABE,R MUGABE,R MUGABE USD DIESEL,12.98,18.48
2024-07-27,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,129.72,190.92
2024-07-24,MSASA,MSASA,MSASA USD PETROL,257.35,380.36
2025-07-04,FIFE STREET,FIFE STREET,FIFE USD PETROL,173.19,256.28
2024-01-14,MUTARE SECOND STREET,MUTARE SECOND STREET,MUTARE SECOND USD PETROL,81.09,116.64
2023-11-22,MSASA,MSASA,MSASA USD PETROL,72.84,108.72
2024-12-05,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,10.06,14.9
2024-01-14,ROADPORT,ROADPORT,ROAPORT USD PETROL,13.15,19.76
2024-10-17,FIFE STREET,FIFE STREET,FIFE USD PETROL,44.52,64.24
2025-07-28,ROADPORT,ROADPORT,ROAPORT USD PETROL,123.53,188.19
2023-10-31,RUNIVILLE,RUNIVILLE,RUNIVILLE USD DIESEL,238.69,402.22
2023-12-09,FORT STREET,FORT STREET,FORT USD DIESEL,30.48,49.2
2024-10-30,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,9338.0,13913.62
2024-03-08,R MUGABE,R MUGABE,R MUGABE USD PETROL,64.52,99.2
2024-04-21,SEKE,SEKE,SEKE USD PETROL,46.66,69.0
2024-01-11,FORT STREET,FORT STREET,FORT USD PETROL,71.67,110.05
2024-08-21,BANKET,BANKET,BANKET USD PETROL,40.54,59.2
2023-08-04,FIFE STREET,FIFE STREET,FIFE USD PETROL,20.91,30.6
2025-11-17,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,30.51,46.2
2024-05-27,R MUGABE,R MUGABE,R MUGABE USD PETROL,27.03,39.96
2024-12-02,FORT STREET,FORT STREET,FORT USD PETROL,34.24,49.64
2024-02-25,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,19.6,29.07
2024-05-16,SEKE,SEKE,SEKE USD PETROL,33.78,48.84
2024-12-01,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,236.98,344.56
2023-07-15,MSASA,MSASA,MSASA USD PETROL,449.36,677.99
2024-10-18,KHAMI,KHAMI,KHAMI USD PETROL,32.86,46.72
2024-12-05,SEKE,SEKE,SEKE USD PETROL,40.54,59.2
2024-03-28,R MUGABE,R MUGABE,R MUGABE USD DIESEL,204.35,314.16
2024-04-27,KIRKMAN,KIRKMAN,KIRKMAN USD PETROL,19.48,29.26
2023-11-21,MSASA,MSASA,MSASA USD PETROL,26.49,39.26
2024-06-20,R MUGABE,R MUGABE,R MUGABE USD PETROL,54.72,79.92
2024-06-03,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,173.63,259.5
2024-04-26,FIFE STREET,FIFE STREET,FIFE USD PETROL,266.49,417.62
2024-06-16,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,60.82,88.8
2023-10-28,AVONDALE,AVONDALE,AVONDALE USD PETROL,224.07,362.88
2023-04-27,GWABALANDA,GWABALANDA,GWABALANDA USD DIESEL,196.63,319.48
2025-10-20,ROADPORT,ROADPORT,ROAPORT USD PETROL,14.28,21.56
2024-08-02,SUNWAY CITY,SUNWAY CITY,SUNWAY USD UNLEADED PETROL,31.45,49.29
2024-03-17,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,90.84,137.7
2024-09-03,TROUTBECK,TROUTBECK,TROUTBECK USD PETROL,10.06,14.9
2024-08-22,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,10.34,14.5
2024-06-09,KIRKMAN,KIRKMAN,KIRKMAN USD PETROL,109.21,165.68
2024-06-28,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,171.48,253.08
2024-09-28,FIFE STREET,FIFE STREET,FIFE USD PETROL,242.95,353.32
2024-12-30,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,26.84,38.74
2024-09-08,FIFE STREET,FIFE STREET,FIFE USD PETROL,28.47,40.32
2024-02-11,MARONDERA,MARONDERA,MARONDERA USD PETROL,35.21,49.7
2024-11-05,FORT STREET,FORT STREET,FORT USD DIESEL,511.48,756.28
2024-07-02,CHARTER,CHARTER,CHARTER USD UNLEADED PETROL,25.16,39.75
2024-03-23,MUTARE GREEN MARKET,MUTARE GREEN MARKET,MUTARE GREENMARKET USD PETROL,54.05,79.92
2023-05-28,RUNIVILLE,RUNIVILLE,PETROL,135.52,236629.35
2025-12-01,ROADPORT,ROADPORT,ROADPORT USD DIESEL,6.49,9.24
2024-06-03,SAMORA,SAMORA,SAMORA USD DIESEL,10.0,15.0
2024-01-08,TROUTBECK,TROUTBECK,TROUTBECK USD PETROL,107.92,175.48
2023-11-27,CRIPPS,CRIPPS,CRIPPS DIESEL USD,68.75,108.8
2024-10-10,KADOMA,KADOMA,KADOMA USD PETROL,33.1,47.85
2024-10-29,MPOPOMA,MPOPOMA,PETROL,44.52,417613.68
2023-05-26,ROADPORT,ROADPORT,ROAPORT USD PETROL,39.0,60.45
2025-01-20,CRIPPS,CRIPPS,CRIPPS PETROL USD,57.43,84.36
2024-09-18,FIFE STREET,FIFE STREET,FIFE USD PETROL,256.95,373.76
2024-02-23,FIFE STREET,FIFE STREET,FIFE USD PETROL,42.58,65.1
2023-04-28,ROADPORT,ROADPORT,ROAPORT USD PETROL,5.16,7.75
2025-11-04,MARONDERA,MARONDERA,MARONDERA USD DIESEL,141.37,205.86
2023-12-20,FIFE STREET,FIFE STREET,FIFE USD PETROL,253.67,392.15
2024-10-13,FIFE STREET,FIFE STREET,FIFE USD PETROL,228.08,332.88
2024-02-08,RUNIVILLE,RUNIVILLE,RUNIVILLE USD DIESEL,98.13,161.7
2025-01-25,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,3.35,4.47
2023-05-13,AVONDALE,AVONDALE,AVONDALE USD PETROL,152.44,244.72
2025-04-19,ROADPORT,ROADPORT,ROAPORT USD PETROL,27.9,39.96
2024-09-14,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,55.55,79.2
2024-01-09,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,164.94,252.56
2023-08-29,ROADPORT,ROADPORT,ROAPORT USD PETROL,33.11,51.81
2025-12-03,MARONDERA,MARONDERA,MARONDERA USD PETROL,587.24,880.5
2024-11-03,R MUGABE,R MUGABE,R MUGABE USD PETROL,54.79,78.84
2024-03-27,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,51.91,80.07
2024-09-22,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,273.64,404.04
2024-02-17,FORT STREET,FORT STREET,FORT USD DIESEL,550.0,902.0
2025-06-23,FORT STREET,FORT STREET,FORT USD PETROL,73.56,107.31
2024-04-14,R MUGABE,R MUGABE,R MUGABE USD DIESEL,94.16,144.76
2025-01-12,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,100.68,145.0
2025-01-07,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,26.85,38.74
2024-10-16,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,10.06,14.9
2024-12-01,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,163.97,242.87
2023-04-22,FIFE STREET,FIFE STREET,FIFE USD PETROL,99.36,155.43
2025-08-02,R MUGABE,R MUGABE,R MUGABE USD DIESEL,36.9,53.64
2024-10-01,TROUTBECK,TROUTBECK,TROUTBECK USD PETROL,50.33,74.5
2025-11-08,MARONDERA,MARONDERA,MARONDERA USD PETROL,340.66,510.0
2023-05-26,AVONDALE,AVONDALE,AVONDALE USD PETROL,172.57,276.92
2025-11-19,R MUGABE,R MUGABE,R MUGABE USD PETROL,14.93,21.56
2024-03-01,ROADPORT,ROADPORT,ROAPORT USD PETROL,6.49,9.24
2024-08-29,FIFE STREET,FIFE STREET,FIFE USD PETROL,117.24,169.65
2024-03-03,FIFE STREET,FIFE STREET,FIFE USD DIESEL,216.13,341.28
2025-05-31,MARONDERA,MARONDERA,MARONDERA USD PETROL,527.77,758.88
2024-03-04,RUNIVILLE,RUNIVILLE,RUNIVILLE USD DIESEL,31.67,51.15
2024-10-08,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,66.89,97.68
2025-08-18,FORT STREET,FORT STREET,FORT USD PETROL,49.0,73.5
2025-07-08,CRIPPS,CRIPPS,CRIPPS PETROL USD,196.86,290.08
2024-03-19,R MUGABE,R MUGABE,R MUGABE USD DIESEL,4.55,6.16
2025-09-27,MSASA,MSASA,MSASA USD PETROL,620.77,954.8
2024-07-07,MPOPOMA,MPOPOMA,MPOPOMA USD DIESEL,40.0,60.0
2024-06-02,MUTARE SECOND STREET,MUTARE SECOND STREET,MUTARE SECOND USD DIESEL,31.58,47.12
2025-01-14,R MUGABE,R MUGABE,R MUGABE USD PETROL,129.19,193.5
2025-04-04,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,116.0,174.0
2024-05-16,FIFE STREET,FIFE STREET,FIFE USD PETROL,94.66,141.0
2024-09-29,CRIPPS,CRIPPS,CRIPPS PETROL USD,57.18,84.36
2024-03-19,FIFE STREET,FIFE STREET,FIFE USD DIESEL,305.97,469.7
2025-08-01,CRIPPS,CRIPPS,CRIPPS DIESEL USD,91.83,132.86
2025-04-30,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,45.89,65.7
2024-05-12,FORT STREET,FORT STREET,FORT USD PETROL,41.4,64.37
2024-10-03,GWERU,GWERU,GWERU USD PETROL,16.89,23.68
2024-11-29,MPOPOMA,MPOPOMA,MPOPOMA USD DIESEL,226.73,334.48
2025-08-12,MARONDERA,MARONDERA,MARONDERA USD PETROL,268.66,402.0
2024-07-18,SUNWAY CITY,SUNWAY CITY,SUNWAY USD DIESEL,66.67,99.0
2025-04-26,KADOMA,KADOMA,KADOMA USD DIESEL,118.3,168.74
2024-11-20,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,6.71,8.94
2025-01-29,FIFE STREET,FIFE STREET,FIFE USD PETROL,204.72,301.92
2025-10-06,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,39.74,58.89
2023-08-14,FIFE STREET,FIFE STREET,FIFE USD PETROL,260.12,410.8
2025-03-30,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,86.66,129.0
2024-04-16,SUNWAY CITY,SUNWAY CITY,SUNWAY USD DIESEL,166.67,253.98
2025-05-11,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,67.11,99.83
2024-05-25,RUNIVILLE,RUNIVILLE,RUNIVILLE USD DIESEL,66.66,99.0
2024-03-17,SUNWAY CITY,SUNWAY CITY,SUNWAY USD DIESEL,251.42,389.05
2024-05-22,RUNIVILLE,RUNIVILLE,RUNIVILLE BULK DIESEL USD,500.0,725.0
2024-11-27,KHAMI,KHAMI,KHAMI USD PETROL,157.53,229.22
2024-09-09,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,279.05,412.92
2024-04-02,SUNWAY CITY,SUNWAY CITY,SUNWAY USD DIESEL,132.03,201.96
2023-11-24,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,119.19,195.16
2024-03-30,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,21.57,32.13
2025-01-17,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,97.32,144.53
2024-04-19,SEKE,SEKE,SEKE USD DIESEL,153.33,229.5
2025-04-12,FORT STREET,FORT STREET,FORT USD PETROL,541.09,800.68
2025-02-11,CHARTER,CHARTER,CHARTER USD DIESEL,47.94,68.62
2024-09-28,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,20.13,29.8
2023-01-17,ROADPORT,ROADPORT,ROAPORT USD PETROL,69.8,1067940.0
2024-07-08,MSASA,MSASA,MSASA USD PETROL,30.4,44.4
2024-07-07,ROADPORT,ROADPORT,ROAPORT USD PETROL,160.66,240.0
2025-05-14,CRIPPS,CRIPPS,CRIPPS PETROL USD,6.84,8.76
2023-01-10,ROADPORT,ROADPORT,PETROL,583.0,5926136700.0
2024-03-10,FORT STREET,FORT STREET,FORT USD PETROL,41.29,63.55
2025-11-13,R MUGABE,R MUGABE,R MUGABE USD DIESEL,72.36,109.44
2025-07-18,FIFE STREET,FIFE STREET,FIFE USD PETROL,248.99,369.52
2024-11-07,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,20.13,29.8
2023-03-21,FIFE STREET,FIFE STREET,FIFE USD PETROL,165.0,2656500.0
2024-05-15,ROADPORT,ROADPORT,PETROL,55.13,505394.45
2024-07-10,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,40.54,59.2
2023-05-29,ROADPORT,ROADPORT,ROAPORT USD PETROL,123.9,190.65
2023-12-18,MARONDERA,MARONDERA,MARONDERA USD PETROL,41.67,59.04
2024-02-06,FORT STREET,FORT STREET,FORT USD DIESEL,119.51,195.16
2025-07-22,MARONDERA,MARONDERA,MARONDERA USD DIESEL,649.3,947.54
2024-11-27,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,17.11,24.82
2024-03-15,MARONDERA,MARONDERA,MARONDERA USD DIESEL,48.37,73.44
2025-01-31,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,87.25,129.63
2025-11-21,ROADPORT,ROADPORT,ROADPORT USD DIESEL BUS,425.67,629.0
2024-01-26,FORT STREET,FORT STREET,FORT USD DIESEL,182.92,298.48
2025-09-04,MARONDERA,MARONDERA,MARONDERA USD DIESEL,430.38,627.8
2024-10-10,TROUTBECK,TROUTBECK,TROUTBECK USD DIESEL,17.32,25.5
2025-06-21,FIFE STREET,FIFE STREET,FIFE USD PETROL,23.8,33.81
2024-11-06,GWERU,GWERU,GWERU USD PETROL,6.75,8.88
2023-04-04,MPOPOMA,MPOPOMA,MPOPOMA USD DIESEL,200.0,330.0
2024-07-23,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,110.73,163.9
2024-05-05,R MUGABE,R MUGABE,R MUGABE USD DIESEL,45.45,69.3
2025-09-25,SUNWAY CITY,SUNWAY CITY,SUNWAY USD DIESEL,284.0,426.0
2025-10-09,MARONDERA,MARONDERA,MARONDERA USD PETROL,52.58,78.52
2024-02-08,R MUGABE,R MUGABE,R MUGABE USD DIESEL,30.49,49.2
2024-01-30,SUNWAY CITY,SUNWAY CITY,SUNWAY USD UNLEADED PETROL,31.85,48.67
2023-03-28,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,262.52,4147816.0
2025-06-07,ROADPORT,ROADPORT,ROADPORT USD DIESEL BUS,241.38,349.45
2024-01-22,SUNWAY CITY,SUNWAY CITY,SUNWAY USD UNLEADED PETROL,25.48,39.25
2024-02-13,FIFE STREET,FIFE STREET,FIFE USD PETROL,74.19,114.7
2024-04-19,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,48.4,75.36
2025-01-06,SEKE,SEKE,SEKE USD PETROL,47.29,69.56
2024-11-18,MARONDERA,MARONDERA,MARONDERA USD DIESEL,230.93,324.3
2024-10-19,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,3.42,4.38
2024-05-21,KIRKMAN,KIRKMAN,KIRKMAN USD PETROL,77.63,117.04
2024-02-19,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,114.37,174.42
2024-11-01,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,58.21,84.68
2024-09-13,FIFE STREET,FIFE STREET,FIFE USD PETROL,274.1,394.56
2025-07-15,KADOMA,KADOMA,KADOMA USD DIESEL,79.05,116.92
2025-07-29,FORT STREET,FORT STREET,FORT USD PETROL,76.0,114.0
2024-08-28,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,46.67,69.0
2023-08-28,FIFE STREET,FIFE STREET,FIFE USD PETROL,274.83,432.92
2023-07-15,AVONDALE,AVONDALE,AVONDALE USD PETROL,34.14,52.7
2025-07-12,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,121.28,183.92
2024-07-12,MSASA,MSASA,MSASA USD PETROL,165.54,244.2
2024-06-14,ROADPORT,ROADPORT,PETROL,6.67,55133.94
2023-07-18,AVONDALE,AVONDALE,AVONDALE USD DIESEL,117.29,182.52
2024-05-26,SUNWAY CITY,SUNWAY CITY,SUNWAY USD DIESEL,159.47,243.27
2025-08-28,KADOMA,KADOMA,KADOMA USD PETROL,38.0,57.0
2025-01-08,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,39.18,57.72
2024-11-22,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,44.21,64.68
2024-05-20,KIRKMAN,KIRKMAN,KIRKMAN USD PETROL,238.42,361.76
2024-08-14,FIFE STREET,FIFE STREET,FIFE USD PETROL,138.29,204.24
2024-01-03,TROUTBECK,TROUTBECK,TROUTBECK USD DIESEL,50.29,84.5
2024-03-20,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,53.69,78.97
2024-06-07,SAMORA,SAMORA,SAMORA USD DIESEL,43.33,64.5
2024-10-31,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,22.82,32.78
2025-04-08,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,166.89,245.68
2024-01-08,R MUGABE,R MUGABE,R MUGABE USD PETROL,281.29,435.55
2024-10-15,SEKE,SEKE,SEKE USD DIESEL,353.1,522.44
2024-03-15,ROADPORT,ROADPORT,ROAPORT USD PETROL,45.45,69.3
2024-11-13,TROUTBECK,TROUTBECK,TROUTBECK USD DIESEL,66.0,99.0
2024-02-02,BANKET,BANKET,BANKET USD PETROL,34.0,51.0
2023-03-26,ROADPORT,ROADPORT,ROAPORT USD PETROL,10.19,159983.0
2024-06-11,R MUGABE,R MUGABE,R MUGABE USD PETROL,106.08,156.88
2025-10-07,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,357.51,546.21
2024-06-20,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,81.08,119.88
2025-09-20,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,140.1,214.2
2023-06-26,MSASA,MSASA,MSASA USD PETROL,71.43,109.34
2025-06-22,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,427.38,636.23
2025-09-25,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,92.15,140.76
2025-04-16,FORT STREET,FORT STREET,FORT USD DIESEL,545.45,795.7
2024-08-04,MARONDERA,MARONDERA,MARONDERA USD PETROL,169.44,243.36
2024-11-02,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,77.4,112.42
2023-09-19,ROADPORT,ROADPORT,ROAPORT USD PETROL,18.98,28.44
2023-07-03,AVONDALE,AVONDALE,AVONDALE USD PETROL,19.35,29.45
2024-04-14,FORT STREET,FORT STREET,FORT USD DIESEL,259.74,398.86
2023-06-24,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,43.16,66.65
2024-10-16,BANKET,BANKET,BANKET USD PETROL,50.67,74.0
2024-10-08,FORT STREET,FORT STREET,FORT USD PETROL,46.57,67.16
2024-07-21,SUNWAY CITY,SUNWAY CITY,SUNWAY USD UNLEADED PETROL,62.89,98.58
2024-05-15,FIFE STREET,FIFE STREET,FIFE USD PETROL,113.26,177.41
2023-11-22,FIFE STREET,FIFE STREET,FIFE USD PETROL,63.29,99.54
2024-08-11,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,73.81,108.77
2025-03-21,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,19.99,28.5
2023-05-16,FIFE STREET,FIFE STREET,FIFE USD PETROL,153.57,237.15
2024-05-24,FIFE STREET,FIFE STREET,FIFE USD PETROL,85.13,125.8
2023-06-03,ROADPORT,ROADPORT,ROAPORT USD PETROL,130.32,201.5
2024-04-11,R MUGABE,R MUGABE,R MUGABE USD DIESEL,6.49,9.24
2024-04-25,CRIPPS,CRIPPS,CRIPPS BULK DIESEL USD,379.4,549.55
2025-04-21,BANKET,BANKET,BANKET USD PETROL,33.1,48.84
2025-04-03,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,148.63,219.04
2023-04-20,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,50.63,79.0
2025-06-22,FIFE STREET,FIFE STREET,FIFE USD PETROL,51.7,74.97
2023-11-30,R MUGABE,R MUGABE,R MUGABE USD PETROL,29.67,44.95
2024-08-02,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,113.51,167.24
2024-03-25,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,72.84,108.72
2025-10-14,FORT STREET,FORT STREET,FORT USD PETROL,43.42,65.36
2025-05-05,CRIPPS,CRIPPS,CRIPPS PETROL USD,94.52,137.24
2024-06-03,CRIPPS,CRIPPS,CRIPPS BULK DIESEL USD,300.0,435.0
2024-06-19,CHARTER,CHARTER,CHARTER USD PETROL,30.2,44.7
2023-04-24,FORT STREET,FORT STREET,FORT USD PETROL,147.01,226.3
2024-06-03,SUNWAY CITY,SUNWAY CITY,SUNWAY USD UNLEADED PETROL,41.14,64.78
2025-05-24,R MUGABE,R MUGABE,R MUGABE USD PETROL,226.7,329.96
2023-11-27,MSASA,MSASA,MSASA USD PETROL,60.62,87.0
2024-02-20,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,9.93,13.59
2024-10-12,MARONDERA,MARONDERA,MARONDERA USD DIESEL,189.54,266.49
2025-12-02,ROADPORT,ROADPORT,ROAPORT USD PETROL,183.11,281.82
