created_at_local,product,amount,quantity
2025-10-30 00:11:53.417285,TRO-RUBIA SX SAE40 500ML,9,3.0
2025-10-30 00:12:39.801748,TRO-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-30 00:22:56.514128,SAM-SWIFTEX BATTERY 650C,130,0.8125
2025-10-30 01:03:14.511442,CHE-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-30 07:39:25.919916,CRI-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-30 09:24:17.450695,RUN-QUARTZ 5000 20W50 5L,22,1.0
2025-10-30 09:24:40.721217,RUN-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-30 09:34:30.046076,BAN-RUBIA SX SAE40 500ML,3,1.0
2025-10-30 11:49:53.160455,KIR-FLUIDMATIC DIII MV 500ML,6,2.0
2025-10-30 11:52:25.844276,KIR-RUBIA SX SAE40 500ML,9,3.0
2025-10-30 12:49:27.264487,TUR-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-30 13:04:27.827404,CHA-QUARTZ 9000 SAE 5W40 5L,30,1.0
2025-10-30 13:08:29.639605,TUR-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-30 13:09:15.841010,CHA-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-30 13:10:03.060095,SAM-RUBIA SX SAE40 500ML,3,1.0
2025-10-30 13:11:13.544473,KAD-QUARTZ 3000 SG 20W50 500ML,12,4.0
2025-10-30 13:26:34.546329,KIR-FLUIDMATIC DIII MV 500ML,6,2.0
2025-10-30 13:36:22.844886,SEK-QUARTZ 5000 20W50 500ML,9,3.0
2025-10-30 14:22:23.433092,BAN-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-10-30 14:25:04.149476,BAN-NEPTUNA 2T SUPER SPORT 500ML,8,2.0
2025-10-30 14:58:30.842508,RUN-QUARTZ 5000 20W50 500ML,12,4.0
2025-10-30 14:58:53.361632,RUN-FLUIDMATIC DIII MV 500ML,6,2.0
2025-10-30 15:17:22.751660,CHE-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-30 15:23:51.801553,CHA-RUBIA SX SAE40 500ML,6,2.0
2025-10-30 17:08:29.956345,CRI-QUARTZ 4X4 15W40 500ML,6,2.0
2025-10-30 17:12:44.848783,BAN-QUARTZ 5000 20W50 5L,22,1.0
2025-10-30 17:21:31.997410,KHA-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-30 17:44:30.782747,SEK-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-30 18:10:28.321087,RUN-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-11-01 20:59:02.525427,TUR-FLUIDMATIC CVT MV 1L,10,1.0
2025-10-31 19:55:19.597743,CHI-RUBIA SX SAE40 500ML,6,2.0
2025-10-31 20:43:03.816350,FOR-QUARTZ 3000 SG 20W50 5L,18,1.0
2025-10-31 21:24:32.053841,RUN-FLUIDMATIC CVT MV 1L,30,3.0
2025-10-31 23:21:33.859353,TRO-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-11-01 01:03:54.722922,FOR-RUBIA SX SAE40 500ML,6,2.0
2025-11-01 08:14:35.507704,TUR-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-11-01 09:21:27.814459,FOR-RUBIA SX SAE40 500ML,6,2.0
2025-11-01 12:01:22.899822,SEK-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-11-01 12:04:36.834919,KAD-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-11-01 12:20:52.914771,SEK-RUBIA SX SAE40 500ML,6,2.0
2025-11-01 12:37:18.800815,TUR-RUBIA TIR 7400 15W40 500ML,12,4.0
2025-11-01 12:57:18.218251,SEK-RUBIA SX SAE40 500ML,3,1.0
2025-11-01 13:40:43.400808,CHI-RUBIA SX SAE40 500ML,12,4.0
2025-11-01 13:55:30.022208,TRO-QUARTZ 9000 SAE 5W40 5L,30,1.0
2025-11-01 16:25:41.131156,TRO-RUBIA SX SAE40 500ML,3,1.0
2025-11-01 16:25:41.489111,TRO-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-11-01 16:39:30.405460,BAN-FLUIDMATIC CVT MV 1L,10,1.0
2025-11-01 16:39:54.214131,BAN-RUBIA SX SAE40 500ML,6,2.0
2025-11-01 16:42:13.116129,BAN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-11-01 16:46:43.284580,RUN-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-11-01 18:54:51.027002,GWE-QUARTZ 3000 SG 20W50 500ML,6,2.0
2025-11-01 19:10:59.138757,MAR-FLUIDMATIC CVT MV 1L,10,1.0
2025-11-01 19:19:36.348101,RUN-QUARTZ 9000 SAE 5W40 5L,30,1.0
2025-11-05 11:07:32.163551,MSA-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-11-05 11:26:27.534919,SAM-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-11-05 11:50:20.867754,SEK-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-11-05 14:20:37.242766,BAN-RUBIA SX SAE40 500ML,3,1.0
2025-11-05 15:12:19.654427,SEK-QUARTZ 4X4 15W40 500ML,3,1.0
2025-11-05 16:30:50.155163,RUN-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-11-05 17:30:17.989374,SEK-QUARTZ 4X4 15W40 500ML,6,2.0
2025-11-05 18:19:18.812262,SAM-RUBIA SX SAE40 500ML,3,1.0
2025-11-05 19:00:41.891925,KIR-QUARTZ 3000 SG 20W50 500ML,6,2.0
2025-11-05 19:05:16.833117,SUN-QUARTZ 5000 20W50 500ML,6,2.0
2025-11-05 20:16:58.179146,SEK-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-11-06 07:34:25.923083,GWE-QUARTZ 5000 20W50 500ML,3,1.0
2025-11-06 07:35:11.913597,GWE-FLUIDMATIC CVT MV 1L,10,1.0
2025-11-06 07:36:20.596505,GWE-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-11-06 07:41:39.918058,GWE-FLUIDMATIC DIII MV 500ML,3,1.0
2025-11-06 08:34:29.193447,MSA-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-11-06 08:55:54.802290,CHE-FLUIDMATIC DIII MV 500ML,3,1.0
2025-11-06 11:25:13.914062,TUR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-11-08 17:35:59.374759,KIR-QUARTZ 5000 20W50 500ML,3,1.0
2025-11-08 17:37:20.271686,KIR-RUBIA SX SAE40 500ML,6,2.0
2025-11-08 18:19:22.364111,TUR-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-11-08 18:47:53.402485,CHA-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-11-08 19:29:34.809220,CHE-FLUIDMATIC DIII MV 500ML,6,2.0
2025-11-08 19:30:00.050607,CHE-RUBIA SX SAE40 500ML,3,1.0
2025-11-08 19:38:47.614526,SAM-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-11-08 19:41:42.571950,CHE-RUBIA SX SAE40 500ML,6,2.0
2025-11-08 19:48:06.500784,CHE-QUARTZ 5000 20W50 5L,22,1.0
2025-11-08 19:53:05.994126,SAM-RUBIA SX SAE40 500ML,3,1.0
2025-11-08 19:57:23.884968,RUN-RUBIA SX SAE40 500ML,3,1.0
2025-11-08 20:30:54.522884,TUR-QUARTZ 5000 20W50 5L,22,1.0
2025-11-09 08:19:12.423748,BAN-RUBIA SX SAE40 500ML,3,1.0
2025-11-09 10:07:55.036676,GWE-QUARTZ 3000 SG 20W50 500ML,6,2.0
2025-11-09 10:16:29.530986,BAN-RUBIA SX SAE40 500ML,6,2.0
2025-11-09 10:19:55.853691,MPO-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-11-09 15:13:33.534830,MSA-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-11-09 15:52:43.873906,TUR-QUARTZ 5000 20W50 500ML,12,4.0
2025-11-11 20:07:41.664173,KHA-RUBIA SX SAE40 500ML,3,1.0
2025-11-11 20:54:01.483625,MAR-RUBIA SX SAE40 500ML,3,1.0
2025-11-12 07:28:18.599640,CRI-RUBIA SX SAE40 500ML,3,1.0
2025-11-12 10:08:16.027062,TUR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-11-12 10:08:51.111462,TUR-FLUIDMATIC DIII MV 500ML,3,1.0
2025-11-12 10:21:15.122825,RM-RUBIA SX SAE40 500ML,9,3.0
2025-11-12 10:22:02.097299,RM-FLUIDMATIC DIII MV 500ML,6,2.0
2025-11-12 10:24:47.708323,RM-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-11-12 11:03:46.113864,RM-FLUIDMATIC DIII MV 500ML,3,1.0
2025-11-12 11:04:33.309811,RM-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-11-12 11:04:58.234555,RM-RUBIA SX SAE40 500ML,3,1.0
2025-11-12 11:07:20.225409,MAR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-11-12 12:02:43.315029,TUR-FLUIDMATIC DIII MV 500ML,6,2.0
2025-11-12 13:34:43.477162,CHAR-SWIFTEX BATTERY 652P,105,1.0
2025-11-12 13:53:07.941323,KHA-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-11-12 14:51:11.036224,TUR-QUARTZ 5000 20W50 5L,22,1.0
2025-11-12 15:48:31.418152,MAR-FLUIDMATIC CVT MV 1L,10,1.0
2025-11-12 16:01:43.737248,MAR-RUBIA SX SAE40 500ML,3,1.0
2025-11-12 16:01:43.923786,MAR-FLUIDMATIC CVT MV 1L,20,2.0
2025-11-12 16:06:25.829162,MAR-FLUIDMATIC CVT MV 1L,10,1.0
2025-11-12 17:44:57.535418,AVO-RUBIA TIR 7400 SAE 15W40 5L,50,2.0
2025-11-12 17:45:34.828543,AVO-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-11-12 17:58:05.216986,AVO-FLUIDMATIC DIII MV 500ML,6,2.0
2025-11-12 18:08:57.113203,AVO-QUARTZ 3000 SG 20W50 500ML,6,2.0
2025-11-12 18:29:31.137076,SEK-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-11-12 18:41:23.325581,FOR-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-11-12 18:44:34.956088,RUN-QUARTZ 9000 SAE 5W40 5L,90,3.0
2025-11-12 18:47:01.347722,RUN-RACE BRAKEFLUID DOT4+ 500ML,8,2.0
2025-11-12 18:47:47.947156,RUN-RUBIA SX SAE40 500ML,3,1.0
2025-11-12 19:19:16.268505,SEK-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-11-12 19:41:09.980080,SUN-QUARTZ 5000 20W50 5L,22,1.0
2025-11-12 19:52:40.995870,CHE-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-11-12 19:54:53.717056,MPO-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-11-12 19:55:06.356168,MPO-FLUIDMATIC DIII MV 500ML,3,1.0
2025-11-16 09:12:55.134223,CHA-QUARTZ 4X4 15W40 500ML,3,1.0
2025-11-16 10:22:58.617881,BAN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-11-16 10:32:17.354024,BAN-FLUIDMATIC DIII MV 500ML,3,1.0
2025-11-16 10:50:32.125751,RM-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-11-16 10:51:30.729601,RM-QUARTZ 9000 SAE 5W40 500ML,15,3.0
2025-11-16 11:04:36.017334,TUR-QUARTZ 5000 20W50 500ML,6,2.0
2025-11-16 11:05:11.251859,TUR-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-11-16 14:42:48.162267,SUN-SWIFTEX BATTERY 658P,160,1.0
2025-11-16 18:28:32.764962,RUN-FLUIDMATIC DIII MV 500ML,3,1.0
2025-11-16 20:07:45.671959,KHA-QUARTZ 4X4 15W40 500ML,3,1.0
2025-11-16 22:42:36.092275,CHI-QUARTZ 5000 20W50 500ML,3,1.0
2025-11-17 07:55:02.064351,FIF-QUARTZ 9000 SAE 5W40 500ML,25,5.0
2025-11-17 07:55:25.318308,FIF-FLUIDMATIC CVT MV 1L,10,1.0
2025-11-17 07:56:11.910611,FIF-RUBIA SX SAE40 500ML,24,8.0
2025-11-17 09:02:09.729150,TRO-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-11-17 11:20:07.648056,TUR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-11-20 08:12:07.751632,MSA-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-11-20 08:55:24.971055,KAD-QUARTZ 5000 20W50 500ML,3,1.0
2025-11-20 10:11:57.256061,SEK-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-11-20 10:37:40.579100,BAN-RUBIA SX SAE40 500ML,3,1.0
2025-11-20 15:16:15.189227,TUR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-11-20 17:14:32.672251,TUR-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-11-20 17:14:46.225338,TUR-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-11-20 17:33:41.568862,BAN-PROSYLVA 2 STROKE 200ML,4,2.0
2025-11-20 18:49:54.320356,SUN-RUBIA TIR 7400 15W40 500ML,9,3.0
2025-11-20 18:49:54.545477,SUN-QUARTZ 5000 20W50 500ML,33,11.0
2025-11-20 18:49:54.737641,SUN-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-11-20 19:03:17.170862,KHA-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-11-20 19:12:17.072353,RUN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-11-20 19:13:04.993654,RUN-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-11-20 19:16:55.232910,BAN-FLUIDMATIC DIII MV 500ML,3,1.0
2025-11-20 19:41:16.496746,SUN-QUARTZ 5000 20W50 5L,22,1.0
2025-11-20 19:43:03.812089,RUN-RUBIA SX SAE40 500ML,3,1.0
2025-11-20 19:44:04.785702,RUN-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-11-20 20:15:46.783830,CHI-FLUIDMATIC CVT MV 1L,10,1.0
2025-11-20 20:41:25.795270,CHI-RUBIA SX SAE40 500ML,3,1.0
2025-11-20 22:07:37.763342,KIR-QUARTZ 5000 20W50 500ML,3,1.0
2025-11-20 22:08:29.330997,KIRK-PROSYLVA 2 STROKE 200ML,4,2.0
2025-11-20 23:58:12.582480,KIR-FLUIDMATIC DIII MV 500ML,3,1.0
2025-11-21 07:50:00.633752,SUN-QUARTZ 5000 20W50 500ML,6,2.0
2025-11-21 07:50:24.634260,SUN-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-11-21 08:26:09.229130,SAM-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-11-21 09:33:56.340357,TUR-RUBIA SX SAE40 500ML,3,1.0
2025-11-21 10:06:03.520254,KHA-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-11-21 10:17:58.534301,TUR-RUBIA SX SAE40 500ML,9,3.0
2025-11-21 10:25:49.955984,TUR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-11-23 19:53:22.641865,MPO-QUARTZ 5000 20W50 500ML,6,2.0
2025-11-23 20:14:50.625258,SAM-RUBIA SX SAE40 500ML,3,1.0
2025-11-23 22:38:34.440612,CHI-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-11-24 10:23:08.490320,TUR-QUARTZ 5000 20W50 500ML,6,2.0
2025-11-24 10:39:32.692509,RUN-QUARTZ 9000 SAE 5W40 5L,30,1.0
2025-11-24 10:40:31.174352,RUN-RUBIA SX SAE40 500ML,3,1.0
2025-11-24 11:08:32.098453,KIR-QUARTZ 5000 20W50 500ML,9,3.0
2025-11-24 11:09:18.685711,KIR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-11-24 11:42:02.283612,CHI-MULTIS EP 2 500G,7,1.0
2025-11-24 12:00:26.876084,AVO-RUBIA TIR 7400 15W40 500ML,9,3.0
2025-11-24 12:01:26.182036,AVO-QUARTZ 3000 SG 20W50 500ML,18,6.0
2025-11-24 12:01:51.106939,AVO-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-11-24 12:03:24.688328,MAR-FLUIDMATIC CVT MV 1L,20,2.0
2025-11-24 12:03:24.872682,AVO-RUBIA TIR 7400 SAE 15W40 5L,50,2.0
2025-11-24 12:30:18.862279,AVO-QUARTZ 3000 SG 20W50 500ML,3,1.0
2025-11-24 12:53:34.403250,TUR-RUBIA TIR 7400 15W40 500ML,9,3.0
2025-11-24 13:18:57.404149,TUR-QUARTZ 5000 20W50 500ML,3,1.0
2025-11-24 14:13:08.672930,TUR-QUARTZ 5000 20W50 500ML,12,4.0
2025-11-24 14:30:52.929900,MSA-QUARTZ 3000 SG 20W50 500ML,3,1.0
2025-11-24 14:35:33.786610,MSA-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-11-24 15:57:14.072420,KIR-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-11-24 17:50:14.494609,TUR-FLUIDMATIC DIII MV 500ML,3,1.0
2025-11-24 18:06:55.180666,RM-QUARTZ 5000 20W50 500ML,15,5.0
2025-11-01 21:17:26.038498,KAD-FLUIDMATIC CVT MV 1L,20,2.0
2025-11-02 09:19:16.165751,TUR-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-11-02 09:21:39.590705,FOR-RUBIA SX SAE40 500ML,3,1.0
2025-11-02 09:46:47.533064,BAN-RACE BRAKEFLUID DOT4+ 500ML,8,2.0
2025-11-02 09:50:34.374527,BAN-FLUIDMATIC DIII MV 500ML,3,1.0
2025-11-02 09:55:40.091637,BAN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-11-02 10:24:53.457098,AVO-RACE BRAKEFLUID DOT4+ 500ML,8,2.0
2025-11-02 10:25:39.772691,TUR-QUARTZ 5000 20W50 500ML,12,4.0
2025-11-02 10:26:25.188657,AVO-QUARTZ 5000 20W50 500ML,3,1.0
2025-11-02 10:27:11.178435,AVO-QUARTZ 9000 SAE 5W40 500ML,15,3.0
2025-11-02 10:34:50.050225,BAN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-11-02 10:44:38.888101,GWE-QUARTZ 4X4 15W40 500ML,6,2.0
2025-11-02 12:07:31.094730,TUR-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-11-02 12:32:35.171392,GWE-QUARTZ 9000 SAE 5W40 500ML,15,3.0
2025-11-02 14:17:47.855399,BAN-FLUIDMATIC DIII MV 500ML,3,1.0
2025-11-02 14:32:03.382699,TUR-QUARTZ 4X4 15W40 500ML,3,1.0
2025-11-02 14:55:34.966623,RUN-QUARTZ 9000 SAE 5W40 5L,30,1.0
2025-11-02 15:59:15.199810,SUN-SWIFTEX BATTERY 668P,165,1.0
2025-11-02 16:05:47.608959,SUN-QUARTZ 5000 20W50 500ML,27,9.0
2025-11-02 16:08:04.894645,SUN-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-11-02 16:08:05.075724,SUN-FLUIDMATIC DIII MV 500ML,6,2.0
2025-11-02 16:20:25.715169,KIR-MULTIS EP 2 500G,7,1.0
2025-11-02 16:27:09.689623,GWE-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-11-02 17:12:31.097682,SEK-RUBIA SX SAE40 500ML,6,2.0
2025-11-02 17:42:50.618040,SEK-RUBIA SX SAE40 500ML,3,1.0
2025-11-02 18:01:24.090881,TRO-RUBIA SX SAE40 500ML,6,2.0
2025-11-02 18:01:58.708501,TRO-NEPTUNA 2T SUPER SPORT 500ML,12,3.0
2025-11-02 18:02:21.993020,TRO-RUBIA TIR 7400 SAE 15W40 5L,125,5.0
2025-11-02 18:31:55.688234,MPO-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-11-02 18:33:31.283457,MPO-RUBIA SX SAE40 500ML,12,4.0
2025-11-02 18:48:51.526989,AVO-RACE BRAKEFLUID DOT4+ 500ML,8,2.0
2025-11-02 19:07:27.297036,SEK-RUBIA SX SAE40 500ML,6,2.0
2025-11-02 20:08:33.784820,CHI-QUARTZ 5000 20W50 5L,22,1.0
2025-11-02 21:18:32.128466,TUR-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-11-02 21:29:34.775266,BAN-RUBIA SX SAE40 500ML,3,1.0
2025-11-02 23:49:49.627567,TRO-FLUIDMATIC DIII MV 500ML,3,1.0
2025-11-03 03:11:13.261605,GWE-QUARTZ 3000 SG 20W50 500ML,6,2.0
2025-11-03 07:21:33.158273,KIR-QUARTZ 3000 SG 20W50 500ML,3,1.0
2025-11-03 07:55:43.280722,MPO-QUARTZ 9000 SAE 5W40 500ML,20,4.0
2025-11-03 07:56:06.556897,MPO-RUBIA SX SAE40 500ML,3,1.0
2025-11-03 08:55:54.860125,TUR-QUARTZ 5000 20W50 500ML,3,1.0
2025-11-04 12:00:41.572795,TUR-RUBIA SX SAE40 500ML,3,1.0
2025-11-04 12:25:23.305458,MSA- SWIFTEX BATTERY-616C,82,1.0
2025-11-04 13:35:30.091370,TUR-QUARTZ 5000 20W50 500ML,3,1.0
2025-11-04 15:38:57.479266,TUR-RUBIA SX SAE40 500ML,6,2.0
2025-11-04 15:48:21.670681,BAN-FLUIDMATIC DIII MV 500ML,3,1.0
2025-11-04 15:49:08.073904,BAN-RUBIA SX SAE40 500ML,6,2.0
2025-11-04 16:39:59.408800,TRO-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-11-04 17:25:00.098166,SUN-QUARTZ 5000 20W50 500ML,6,2.0
2025-11-04 18:08:39.000242,FIF-RACE BRAKEFLUID DOT4+ 500ML,20,5.0
2025-11-04 18:09:26.494971,FIF-FLUIDMATIC DIII MV 500ML,6,2.0
2025-11-04 18:10:04.813103,FIF-RUBIA TIR 7400 15W40 500ML,21,7.0
2025-11-04 18:10:16.905198,RUN-QUARTZ 3000 SG 20W50 500ML,6,2.0
2025-11-04 18:11:34.777895,FIF-RUBIA SX SAE40 500ML,21,7.0
2025-11-04 18:15:05.469781,FIF-QUARTZ 5000 20W50 500ML,21,7.0
2025-11-04 18:24:27.685443,KAD-RUBIA SX SAE40 500ML,3,1.0
2025-11-04 18:37:03.192956,SEK-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-11-04 19:17:01.657245,FOR-QUARTZ 5000 20W50 5L,18,0.8181818181818182
2025-11-04 19:18:06.307212,FOR-FLUIDMATIC DIII MV 500ML,6,2.0
2025-11-04 20:50:30.520539,FIF-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-11-04 21:35:10.825009,TUR-QUARTZ 5000 20W50 500ML,9,3.0
2025-11-04 22:02:22.897235,FOR-QUARTZ 4X4 15W40 500ML,9,3.0
2025-11-05 06:53:27.620590,MOS-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-11-05 07:20:33.073892,FIF-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-11-05 07:24:49.014668,FIF-RUBIA SX SAE40 500ML,12,4.0
2025-11-05 07:25:01.471801,KIR-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-11-05 08:58:18.761835,KIRK-SWIFTEX BATTERY 622C,90,1.0
2025-11-05 09:12:12.962750,BAN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-11-05 09:59:54.246958,RM-QUARTZ 5000 20W50 5L,22,1.0
2025-11-05 10:00:05.909679,RM-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-11-05 10:00:53.843960,RM-RUBIA SX SAE40 500ML,12,4.0
2025-11-05 10:02:04.481912,TUR-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-11-05 10:10:20.224897,SEK-RUBIA SX SAE40 500ML,3,1.0
2025-11-05 10:36:08.760742,KAD-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-11-07 14:56:46.011262,MAR-RUBIA SX SAE40 500ML,6,2.0
2025-11-07 15:45:06.046131,CHI-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-11-07 16:40:48.810167,MPO-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-11-07 17:02:42.002041,KIR-QUARTZ 5000 20W50 500ML,6,2.0
2025-11-07 18:27:40.178679,KAD-MULTIS EP 2 500G,7,1.0
2025-11-07 20:12:31.656955,MAR-RUBIA SX SAE40 500ML,3,1.0
2025-11-07 20:48:07.635966,SEK-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-11-07 22:11:36.728640,BAN-RUBIA SX SAE40 500ML,3,1.0
2025-11-07 22:37:46.822019,TUR-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-11-07 23:40:52.714937,CHI-QUARTZ 5000 20W50 500ML,3,1.0
2025-11-08 09:33:26.450602,SEK-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-11-08 10:20:48.950904,MSA-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-11-08 11:35:42.286428,MAR-FLUIDMATIC CVT MV 1L,40,4.0
2025-11-08 12:23:02.247183,TUR-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-11-08 13:59:41.271655,TUR-QUARTZ 3000 SG 20W50 500ML,9,3.0
2025-11-08 15:08:58.569972,CHE-RUBIA SX SAE40 500ML,3,1.0
2025-11-10 19:26:23.925124,FOR-RUBIA SX SAE40 500ML,3,1.0
2025-11-10 19:49:59.929012,SAM-FLUIDMATIC CVT MV 1L,10,1.0
2025-11-10 19:58:03.702763,KIR-RUBIA SX SAE40 500ML,3,1.0
2025-11-10 20:23:59.522185,SUN-QUARTZ 5000 20W50 500ML,3,1.0
2025-11-10 20:48:57.100411,KHA-FLUIDMATIC DIII MV 500ML,6,2.0
2025-11-10 21:09:20.806342,RUN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-11-10 23:54:24.921403,TRO-NEPTUNA 2T SUPER SPORT 500ML,44,11.0
2025-11-10 23:55:12.116019,TRO-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-11-11 00:31:00.193751,SAM-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-11-11 07:06:05.737086,RM-RUBIA SX SAE40 500ML,6,2.0
2025-11-11 07:47:30.938587,FOR-RUBIA SX SAE40 500ML,6,2.0
2025-11-11 07:47:31.306277,FOR-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-11-11 07:48:40.540466,KIR-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-11-11 07:49:48.753710,KIR-RUBIA SX SAE40 500ML,9,3.0
2025-11-11 07:50:44.754681,FIF-QUARTZ 9000 SAE 5W40 5L,30,1.0
2025-11-11 07:51:18.963242,FIF-RUBIA SX SAE40 500ML,9,3.0
2025-11-11 07:51:42.843928,FIF-QUARTZ 3000 SG 20W50 500ML,3,1.0
2025-11-11 07:52:05.941777,FIF-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-11-11 07:52:29.140932,FIF-QUARTZ 4X4 15W40 500ML,3,1.0
2025-11-11 07:52:40.567492,FIF-QUARTZ 9000 SAE 5W40 500ML,15,3.0
2025-11-11 10:47:19.536568,CHE-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-11-11 10:48:05.865393,CHE-RUBIA SX SAE40 500ML,3,1.0
2025-11-11 12:02:42.371749,TUR-FLUIDMATIC DIII MV 500ML,3,1.0
2025-11-11 12:56:50.069192,TUR-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-11-11 13:13:03.250156,KIR-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-11-11 13:35:10.678253,GWE-QUARTZ 4X4 15W40 500ML,3,1.0
