created_at_local,product,amount,quantity
2025-10-02 20:29:15.480236,BAN-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-10-02 21:21:40.450391,TUR-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-04 00:12:37.178933,KIR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-04 00:19:30.689872,SUN-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-04 03:15:03.461528,FOR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-04 08:14:46.555656,CHA-QUARTZ 4X4 15W40 500ML,3,1.0
2025-10-04 11:22:07.896506,TUR-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-04 12:59:46.442018,TUR-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-04 13:00:09.616772,TUR-QUARTZ 4X4 15W40 500ML,3,1.0
2025-10-05 13:31:53.360468,TUR-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-05 13:35:09.799742,RUN-RACE BRAKEFLUID DOT4+ 500ML,8,2.0
2025-10-05 15:30:29.082629,GWE-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-05 17:56:14.054230,FIF-FLUIDMATIC DIII MV 500ML,9,3.0
2025-10-05 17:57:31.515753,FIF-RACE BRAKEFLUID DOT4+ 500ML,12,3.0
2025-10-05 17:59:12.772558,FIF-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-05 18:00:30.047822,FIF-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-10-05 18:00:52.547918,FIF-QUARTZ 4X4 15W40 500ML,6,2.0
2025-10-05 18:01:27.008494,FIF-QUARTZ 5000 20W50 500ML,6,2.0
2025-10-05 18:02:00.352630,FIF-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-10-05 18:02:44.430900,FIF-QUARTZ 9000 SAE 5W40 5L,30,1.0
2025-10-05 18:04:33.634885,FIF-RUBIA SX SAE40 500ML,6,2.0
2025-10-05 19:35:15.188351,SUN-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-05 19:35:59.517731,SUN-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-05 19:36:55.018305,SUN-QUARTZ 5000 20W50 500ML,9,3.0
2025-10-05 19:37:39.008278,SUN-QUARTZ 5000 20W50 5L,22,1.0
2025-10-05 19:59:55.387092,RUN-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-05 20:06:00.893356,TUR-QUARTZ 5000 20W50 500ML,6,2.0
2025-10-05 21:16:53.000471,TRO-QUARTZ 9000 SAE 5W40 5L,30,1.0
2025-10-05 21:17:37.224948,TRO-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-05 21:18:10.903060,TRO-RUBIA SX SAE40 500ML,3,1.0
2025-10-05 21:43:02.203672,SEK-QUARTZ 5000 20W50 5L,22,1.0
2025-10-05 21:43:24.313835,SEK-QUARTZ 5000 20W50 500ML,6,2.0
2025-10-05 22:30:48.745985,SUN-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-06 07:29:48.203788,MPO-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-06 07:30:53.620941,MPO-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-06 07:39:57.514908,MPO-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-06 09:19:53.711221,BAN-RUBIA SX SAE40 500ML,9,3.0
2025-10-06 09:20:58.882789,RM-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-06 09:22:48.370626,RM-RUBIA TIR 7400 15W40 500ML,12,4.0
2025-10-06 09:23:32.609002,RM-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-06 09:24:16.097699,RM-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-06 09:25:53.985520,RM-RUBIA SX SAE40 500ML,9,3.0
2025-10-06 09:26:15.975262,RM-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-06 09:26:37.788351,RM-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-06 09:27:32.698189,RM-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-06 09:28:59.716760,RM-FLUIDMATIC CVT MV 1L,20,2.0
2025-10-06 10:21:08.298896,TUR-RUBIA SX SAE40 500ML,3,1.0
2025-10-06 10:23:51.918600,TUR-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-06 11:54:26.992353,TUR-RUBIA SX SAE40 500ML,3,1.0
2025-10-06 12:03:31.555523,TUR-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-10-06 12:34:47.282381,BAN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-09 14:48:03.726295,TUR-RUBIA SX SAE40 500ML,3,1.0
2025-10-09 16:57:28.459949,MPO-QUARTZ 5000 20W50 500ML,6,2.0
2025-10-09 16:58:01.579359,MPO-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-10-09 17:39:36.114438,MSA-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-09 17:40:37.820450,MSA-RACE BRAKEFLUID DOT4+ 500ML,8,2.0
2025-10-09 17:47:09.245717,MSA-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-09 18:45:07.398198,SEK-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-09 18:45:50.906294,RUN-QUARTZ 5000 20W50 500ML,9,3.0
2025-10-09 18:51:32.761579,SUN-RACE BRAKEFLUID DOT4+ 500ML,8,2.0
2025-10-09 19:44:43.204606,BAN-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-10-09 19:49:18.841289,MAR-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-09 22:48:14.031040,MSA-QUARTZ 4X4 15W40 500ML,3,1.0
2025-10-09 22:48:52.876979,MSA-QUARTZ 4X4 15W40 500ML,3,1.0
2025-10-10 00:08:21.971021,FOR-QUARTZ 4X4 15W40 500ML,3,1.0
2025-10-10 01:49:24.900786,MPO-QUARTZ 4X4 15W40 500ML,3,1.0
2025-10-10 01:50:39.794867,MPO-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-10-10 07:54:33.413804,SUN-QUARTZ 5000 20W50 5L,22,1.0
2025-10-10 09:51:30.015882,CHA-RUBIA SX SAE40 500ML,6,2.0
2025-10-10 10:22:35.867114,CHA-RUBIA SX SAE40 500ML,3,1.0
2025-10-10 11:10:08.446171,BAN-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-10 12:42:47.925186,TUR-NEPTUNA 2T SUPER SPORT 500ML,16,4.0
2025-10-10 14:34:45.616012,SEK-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-10-10 15:04:07.699697,BAN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-12 18:34:19.355092,KIR-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-12 18:43:41.280357,GWE-RUBIA TIR 7400 15W40 500ML,9,3.0
2025-10-12 20:21:43.768082,CHE-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-12 23:24:03.617746,KIR-FLUIDMATIC CVT MV 1L,10,1.0
2025-10-13 07:48:02.563230,GWE-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-13 09:07:19.676910,BAN-RUBIA SX SAE40 500ML,3,1.0
2025-10-13 09:15:21.905337,GWE-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-13 09:17:55.653466,GWE-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-13 09:33:16.496653,KHA-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-13 10:04:48.510943,MPO-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-13 10:05:21.775670,MPO-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-13 10:05:43.994568,MPO-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-13 10:08:28.059064,KAD-NEPTUNA 2T SUPER SPORT 500ML,8,2.0
2025-10-13 11:35:28.101114,SUN-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-13 11:36:01.302243,SUN-QUARTZ 9000 SAE 5W40 500ML,15,3.0
2025-10-13 11:37:39.226456,CHA-RUBIA SX SAE40 500ML,6,2.0
2025-10-13 12:13:19.523022,BAN-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-13 12:32:00.564677,TUR-QUARTZ 4X4 15W40 500ML,3,1.0
2025-10-13 12:49:21.918499,MSA-QUARTZ 5000 20W50 500ML,12,4.0
2025-10-13 12:54:18.451211,MSA-FLUIDMATIC DIII MV 500ML,6,2.0
2025-10-13 12:59:26.095182,GWE-QUARTZ 5000 20W50 5L,22,1.0
2025-10-13 14:34:03.056134,BAN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-13 15:05:43.693115,MPO-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-13 15:14:06.110373,SEK-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-13 15:57:37.517496,CHA-RUBIA SX SAE40 500ML,3,1.0
2025-10-13 16:55:39.317855,BAN-NEPTUNA 2T SUPER SPORT 500ML,8,2.0
2025-10-13 17:05:36.238796,FIF-RUBIA TIR 7400 15W40 500ML,12,4.0
2025-10-13 17:06:30.986697,FIF-QUARTZ 5000 20W50 500ML,18,6.0
2025-10-13 17:08:42.522893,FIF-FLUIDMATIC DIII MV 500ML,12,4.0
2025-10-13 18:07:22.824589,FIF-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-15 18:53:59.095689,KHA-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-15 18:59:45.957741,BAN-RACE BRAKEFLUID DOT4+ 500ML,8,2.0
2025-10-15 19:43:04.695631,CHE-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-15 20:06:16.469280,RUN-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-15 22:33:21.167106,CHE-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-15 22:40:52.617019,SEK-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-15 22:45:05.903075,KHA-RACE BRAKEFLUID DOT4+ 500ML,8,2.0
2025-10-16 00:44:21.023546,CHA-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-16 01:13:38.093120,GWE-FLUIDMATIC CVT MV 1L,20,2.0
2025-10-16 06:31:49.364458,GWE-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-16 07:25:39.956836,CRI-FLUIDMATIC DIII MV 500ML,6,2.0
2025-10-16 07:40:17.306922,MPO-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-16 07:52:43.655296,GWE-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-16 11:19:21.946659,SUN-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-16 11:56:23.445197,SUN-QUARTZ 5000 20W50 500ML,6,2.0
2025-10-16 11:59:06.357822,SUN-QUARTZ 7000 SAE 15W50 500ML,8,2.0
2025-10-16 12:16:05.341287,GWE-RUBIA SX SAE40 500ML,3,1.0
2025-10-16 12:43:55.458947,SUN-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-16 13:44:31.017004,TUR-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-10-16 14:00:28.760814,BAN-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-16 14:00:50.866143,BAN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-16 14:01:55.808764,KHA-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-16 14:06:37.649314,TUR-QUARTZ 4X4 15W40 5L,20,1.0
2025-10-16 15:39:16.126365,RUN-FLUIDMATIC CVT MV 1L,10,1.0
2025-10-16 16:03:02.761807,CHE-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-16 17:21:30.350881,KIR-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-18 18:36:47.169517,CHE-RUBIA SX SAE40 500ML,6,2.0
2025-10-19 09:56:40.244941,MPO-RACE BRAKEFLUID DOT4+ 500ML,16,4.0
2025-10-19 09:57:12.825082,MPO-QUARTZ 5000 20W50 500ML,6,2.0
2025-10-19 09:57:55.891799,MPO-QUARTZ 9000 SAE 5W40 500ML,15,3.0
2025-10-19 09:58:28.414335,MPO-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-19 10:05:51.815021,SEK-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-19 10:18:49.949961,CHI-QUARTZ 5000 20W50 5L,22,1.0
2025-10-19 10:23:42.284248,CRI-RUBIA SX SAE40 500ML,6,2.0
2025-10-19 13:04:04.479325,BAN-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-19 13:04:36.838592,BAN-NEPTUNA 2T SUPER SPORT 500ML,12,3.0
2025-10-19 13:59:05.294115,CHE-RUBIA SX SAE40 500ML,3,1.0
2025-10-19 15:09:50.277641,CHI-QUARTZ 5000 20W50 500ML,6,2.0
2025-10-19 18:51:06.646738,KIR-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-19 19:56:26.416810,TUR-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-19 20:38:37.721241,MPO-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-10-19 20:39:09.884801,MPO-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-22 10:50:38.717915,TUR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-22 10:51:03.413238,TUR-RUBIA SX SAE40 500ML,3,1.0
2025-10-22 11:16:35.359671,RUN-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-22 11:59:24.117859,SEK-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-22 12:55:20.125679,CHI-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-22 15:16:29.423990,BAN-QUARTZ 3000 SG 20W50 500ML,3,1.0
2025-10-22 16:56:53.856024,MSA-QUARTZ 5000 20W50 500ML,6,2.0
2025-10-22 18:29:35.631705,KIR-QUARTZ 3000 SG 20W50 500ML,3,1.0
2025-10-22 18:33:02.430635,RUN-FLUIDMATIC DIII MV 500ML,48,16.0
2025-10-22 18:50:21.442204,TUR-QUARTZ 5000 20W50 500ML,6,2.0
2025-10-22 18:58:18.522179,BAN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-22 19:58:13.130046,SEK-QUARTZ 3000 SG 20W50 500ML,6,2.0
2025-10-22 20:18:31.329830,TUR-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-22 21:32:56.741743,GWE-PROSYLVA 2 STROKE 200ML,2,1.0
2025-10-22 22:48:13.546930,KAD-RUBIA SX SAE40 500ML,3,1.0
2025-10-22 23:12:49.152910,RM-RUBIA SX SAE40 500ML,6,2.0
2025-10-23 01:09:54.177711,KIR-QUARTZ 5000 20W50 5L,22,1.0
2025-10-23 07:26:46.400210,MPO-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-23 07:27:10.795152,MPO-RUBIA SX SAE40 500ML,3,1.0
2025-10-23 07:37:30.685489,GWE-QUARTZ 4X4 15W40 500ML,3,1.0
2025-10-23 07:38:04.798282,GWE-QUARTZ 5000 20W50 500ML,9,3.0
2025-10-23 09:53:19.586024,TUR-RUBIA SX SAE40 500ML,3,1.0
2025-10-23 09:54:43.503018,TURN -SWIFTEX - 639C,105,1.0
2025-10-23 10:03:12.204336,TUR-QUARTZ 5000 20W50 5L,22,1.0
2025-10-23 10:16:33.092891,TUR-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-23 10:54:47.711034,CHI-RUBIA SX SAE40 500ML,3,1.0
2025-10-23 11:19:38.629037,TUR-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-23 11:20:51.515572,BAN-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-23 11:23:21.612742,KAD-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-10-23 11:54:04.807276,BAN-QUARTZ 5000 20W50 500ML,6,2.0
2025-10-23 12:16:14.204343,TUR-QUARTZ 5000 20W50 5L,22,1.0
2025-10-23 13:11:37.402339,BAN-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-26 14:21:02.453229,TUR-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-26 14:24:50.994502,TUR-NEPTUNA 2T SUPER SPORT 500ML,8,2.0
2025-10-26 17:06:16.777490,MPO-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-10-26 17:09:15.079416,CRI-RUBIA SX SAE40 500ML,6,2.0
2025-10-26 17:49:01.367988,FIF-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-26 18:06:28.187455,MSA-QUARTZ 4X4 15W40 500ML,3,1.0
2025-10-26 18:28:12.689959,MPO-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-26 19:33:25.118458,TUR-RUBIA SX SAE40 500ML,12,4.0
2025-10-26 19:53:59.293219,SEK-QUARTZ 4X4 15W40 500ML,3,1.0
2025-10-26 21:48:34.523202,RUN-RUBIA SX SAE40 500ML,6,2.0
2025-10-27 07:39:27.682278,RM-QUARTZ 9000 SAE 5W40 5L,30,1.0
2025-10-27 09:03:04.928539,TUR-QUARTZ 3000 SG 20W50 500ML,3,1.0
2025-10-27 09:06:03.951549,TUR-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-27 09:10:18.543999,TUR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-27 09:17:50.827356,KAD-FLUIDMATIC CVT MV 1L,10,1.0
2025-10-27 10:25:26.440061,SEK-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-27 11:25:49.637474,TUR-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-10-27 12:39:38.142119,RUN-RUBIA SX SAE40 500ML,6,2.0
2025-10-27 12:59:42.386660,TUR-RACE BRAKEFLUID DOT4+ 500ML,8,2.0
2025-10-27 14:04:56.695734,BAN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-27 14:32:06.989821,SUN-QUARTZ 5000 20W50 500ML,6,2.0
2025-10-27 14:35:42.561628,RUN-QUARTZ 9000 SAE 5W40 5L,30,1.0
2025-10-27 17:44:25.991548,GWE-RACE BRAKEFLUID DOT4+ 500ML,8,2.0
2025-10-27 17:51:21.934766,FIF-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-27 18:08:13.112444,RM-RACE BRAKEFLUID DOT4+ 500ML,16,4.0
2025-10-27 18:09:10.627629,RM-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-10-27 18:10:25.168422,RM-QUARTZ 5000 20W50 500ML,6,2.0
2025-10-27 18:23:15.744252,MGM-RUBIA TIR 7400 SAE 15W40 5L,50,2.0
2025-10-27 18:23:17.603733,MGM-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-28 22:44:56.121310,CHI-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-29 00:38:01.207849,CHE-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-10-29 00:38:25.881337,CHE-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-29 00:38:49.650154,CHE-RUBIA SX SAE40 500ML,3,1.0
2025-10-29 08:25:44.949571,TUR-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-29 09:35:25.585069,GWE-QUARTZ 5000 20W50 500ML,6,2.0
2025-10-29 09:46:20.423776,BAN-NEPTUNA 2T SUPER SPORT 500ML,8,2.0
2025-10-29 10:26:01.233198,SUN-QUARTZ 5000 20W50 500ML,6,2.0
2025-10-29 11:05:01.244431,RUN-QUARTZ 9000 SAE 5W40 500ML,15,3.0
2025-10-29 12:08:09.621035,CHE-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-10-29 12:08:45.530175,CHE-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-10-29 12:13:27.159435,MAR-FLUIDMATIC CVT MV 1L,20,2.0
2025-10-29 12:22:25.838034,CHA-QUARTZ 4X4 15W40 500ML,6,2.0
2025-10-29 12:58:36.444866,KHA-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-10-29 13:00:02.047495,KHA-RUBIA SX SAE40 500ML,3,1.0
2025-10-29 13:09:18.756980,TUR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-29 13:22:17.281478,TUR-RUBIA SX SAE40 500ML,3,1.0
2025-10-29 13:30:47.871059,CHE-RUBIA SX SAE40 500ML,6,2.0
2025-10-29 16:54:12.644922,RUN-QUARTZ 9000 SAE 5W40 5L,60,2.0
2025-10-29 17:58:29.380100,RM-RUBIA TIR 7400 15W40 500ML,12,4.0
2025-10-29 17:59:03.958883,RM-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-29 17:59:38.559055,RM-NEPTUNA 2T SUPER SPORT 500ML,8,2.0
2025-10-29 18:38:03.852882,KIR-FLUIDMATIC DIII MV 500ML,6,2.0
2025-10-29 18:52:57.483227,KHA-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-10-31 19:48:09.715166,FOR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-03 10:56:30.557501,TUR-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-03 11:39:06.625221,BAN-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-03 12:00:33.985387,TUR-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-03 12:22:39.141557,TUR-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-03 14:21:17.035278,FOR-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-10-03 14:52:50.300875,TUR-RUBIA SX SAE40 500ML,6,2.0
2025-10-03 15:11:58.859757,BAN-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-03 15:12:32.083994,BAN-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-03 15:13:07.524531,RUN-RUBIA SX SAE40 500ML,6,2.0
2025-10-03 15:14:47.844690,RUN-RUBIA SX SAE40 500ML,3,1.0
2025-10-03 15:15:10.675123,RUN-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-03 16:38:41.662197,SEK-QUARTZ 4X4 15W40 500ML,3,1.0
2025-10-03 17:49:23.851373,AVO-QUARTZ 9000 SAE 5W40 5L,30,1.0
2025-10-03 17:50:32.951636,AVO-QUARTZ 9000 SAE 5W40 500ML,20,4.0
2025-10-03 17:53:15.715227,AVO-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-10-03 18:03:26.589153,AVO-QUARTZ 5000 20W50 5L,22,1.0
2025-10-03 18:04:45.361011,AVO-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-03 19:34:22.715754,TUR-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-03 19:35:07.278635,TUR-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-10-03 19:36:15.323758,TUR-QUARTZ 5000 20W50 500ML,6,2.0
2025-10-03 19:56:48.654354,TUR-QUARTZ 4X4 15W40 500ML,3,1.0
2025-10-03 20:20:40.505181,SUN-SWIFTEX BATTERY 650C,160,1.0
2025-10-03 20:26:17.449114,SUN-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-10-03 20:26:40.177796,SUN-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-06 13:29:42.029458,RUN-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-06 14:39:58.523961,MPO-FLUIDMATIC DIII MV 500ML,12,4.0
2025-10-06 14:51:27.802331,GWE-PROSYLVA 2 STROKE 200ML,2,1.0
2025-10-06 15:29:40.345271,BAN-RUBIA SX SAE40 500ML,3,1.0
2025-10-06 16:57:54.816560,KAD-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-06 17:05:59.765716,MPO-RUBIA SX SAE40 500ML,6,2.0
2025-10-06 17:50:50.654071,SEK-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-06 19:32:22.599342,TUR-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-06 21:59:54.913925,TRO-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-06 22:00:17.179718,TRO-RUBIA SX SAE40 500ML,6,2.0
2025-10-06 23:17:18.765747,FOR-RUBIA SX SAE40 500ML,3,1.0
2025-10-07 00:47:42.990290,CHE-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-07 00:48:16.005048,CHE-RUBIA TIR 7400 15W40 500ML,9,3.0
2025-10-07 00:48:27.154463,CHE-QUARTZ 5000 20W50 5L,44,2.0
2025-10-07 07:33:40.643825,MPO-QUARTZ 9000 SAE 5W40 5L,30,1.0
2025-10-07 07:53:07.748207,CRI-FLUIDMATIC DIII MV 500ML,6,2.0
2025-10-07 08:44:07.100162,SUN-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-07 08:44:40.398514,SUN-QUARTZ 5000 20W50 500ML,6,2.0
2025-10-07 08:45:02.433335,SUN-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-07 09:08:17.661607,TUR-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-10-07 09:38:52.530367,GWE-FLUIDMATIC DIII MV 500ML,9,3.0
2025-10-07 10:17:36.200154,TUR-RUBIA SX SAE40 500ML,9,3.0
2025-10-07 12:01:24.229037,RUN-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-07 12:15:49.959984,SAM-RUBIA SX SAE40 500ML,3,1.0
2025-10-07 12:26:56.527994,SEK-QUARTZ 5000 20W50 5L,22,1.0
2025-10-08 15:15:40.424912,FOR-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-08 15:21:33.236831,BAN-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-08 15:40:36.304576,SUN-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-08 15:40:36.490086,RUN-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-10-08 15:42:47.794221,SUN-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-08 15:43:20.710573,SUN-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-08 16:04:22.931746,SUN-QUARTZ 5000 20W50 5L,22,1.0
2025-10-08 16:24:49.327723,SUN-QUARTZ 5000 20W50 5L,22,1.0
2025-10-08 16:27:54.964439,RUN-QUARTZ 9000 SAE 5W40 5L,30,1.0
2025-10-08 17:57:32.722487,BAN-RUBIA SX SAE40 500ML,3,1.0
2025-10-08 18:23:59.880706,SEK-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-08 18:53:30.220554,RM-FLUIDMATIC CVT MV 1L,20,2.0
2025-10-08 18:54:13.934290,RM-RUBIA TIR 7400 15W40 500ML,9,3.0
2025-10-08 19:38:37.050852,RUN-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-09 09:33:34.274546,TUR-QUARTZ 5000 20W50 5L,22,1.0
2025-10-09 09:36:29.268557,GWE-QUARTZ 4X4 15W40 500ML,3,1.0
2025-10-09 09:50:16.691218,TUR-QUARTZ 5000 20W50 500ML,6,2.0
2025-10-09 10:15:21.109344,FOR-RUBIA SX SAE40 500ML,3,1.0
2025-10-09 10:17:22.377670,TUR-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-09 11:57:12.114597,SEK-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-11 15:44:14.973396,BAN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-11 17:27:16.965139,BAN-RUBIA SX SAE40 500ML,3,1.0
2025-10-11 17:33:44.398706,TUR-QUARTZ 9000 SAE 5W40 500ML,20,4.0
2025-10-11 18:18:49.709076,CHAR-SWIFTEX BATTERY 652P,105,1.0
2025-10-11 19:19:26.962154,SUN-QUARTZ 4X4 15W40 500ML,12,4.0
